loss_mean,elevation,longitude,Country,iucn,over_20_pc_canopy_cover,Habitat_class,iucn,,,loss_mean,elevation,longitude,Country,iucn,over_20_pc_canopy_cover,Habitat_class
0.016701461,3129,90.10243027,Bhutan,IUCN VI,1,Moderate,,,,0.016701461,3129,90.10243027,Bhutan,IUCN VI,1,Moderate
0.017182131,2046,98.67397505,China_fulgens,,1,Moderate,,,,0.017182131,2046,98.67397505,China_fulgens,,1,Moderate
,4211,97.12626765,China_fulgens,,0,Low,,,,,4211,97.12626765,China_fulgens,,0,Low
,4684,97.25939797,China_fulgens,,0,Low,,,,,4684,97.25939797,China_fulgens,,0,Low
0.001062699,3603,96.2029792,China_fulgens,,1,Low,,,,0.001062699,3603,96.2029792,China_fulgens,,1,Low
,3229,98.41040935,China_fulgens,,0,Moderate,,,,,3229,98.41040935,China_fulgens,,0,Moderate
0,2583,98.83351585,China_fulgens,,1,Moderate,,,,0,2583,98.83351585,China_fulgens,,1,Moderate
,3403,99.90206188,China_fulgens,,0,Low,,,,,3403,99.90206188,China_fulgens,,0,Low
0,3460,96.47894165,China_fulgens,,1,Low,,,,0,3460,96.47894165,China_fulgens,,1,Low
0.001096491,3178,81.55379253,Nepal,,1,Moderate,,,,0.001096491,3178,81.55379253,Nepal,,1,Moderate
,3603,94.46042721,India,,0,Low,,,,,3603,94.46042721,India,,0,Low
,1542,83.4170781,Nepal,,0,Low,,,,,1542,83.4170781,Nepal,,0,Low
,3262,84.81925842,Nepal,,0,Moderate,,,,,3262,84.81925842,Nepal,,0,Moderate
,3532,85.24532936,Nepal,,0,Core,,,,,3532,85.24532936,Nepal,,0,Core
0.002918288,3164,100.9153615,China_fulgens,,1,Low,,,,0.002918288,3164,100.9153615,China_fulgens,,1,Low
0.003318584,1946,95.75292324,India,,1,Low,,,,0.003318584,1946,95.75292324,India,,1,Low
0,2863,96.70774256,China_fulgens,,1,Low,,,,0,2863,96.70774256,China_fulgens,,1,Low
0.002409639,2860,96.46870086,India,,1,Low,,,,0.002409639,2860,96.46870086,India,,1,Low
0,3679,99.95757776,China_fulgens,,1,Low,,,,0,3679,99.95757776,China_fulgens,,1,Low
0,3045,81.82382611,Nepal,,1,Moderate,,,,0,3045,81.82382611,Nepal,,1,Moderate
,3972,99.32210953,China_fulgens,,0,Low,,,,,3972,99.32210953,China_fulgens,,0,Low
,3566,95.67180537,India,,0,Low,,,,,3566,95.67180537,India,,0,Low
0.087268994,4030,98.08890231,China_fulgens,,1,Low,,,,0.087268994,4030,98.08890231,China_fulgens,,1,Low
0.126637555,1053,104.1177657,china_styani,,1,Low,,,,0.126637555,1053,104.1177657,china_styani,,1,Low
0,2394,93.63092288,India,,1,Low,,,,0,2394,93.63092288,India,,1,Low
0,3394,99.53123733,China_fulgens,,1,Moderate,,,,0,3394,99.53123733,China_fulgens,,1,Moderate
,2890,97.01361891,China_fulgens,,0,Low,,,,,2890,97.01361891,China_fulgens,,0,Low
0,3883,90.82198082,Bhutan,IUCN II,1,Moderate,,,,0,3883,90.82198082,Bhutan,IUCN II,1,Moderate
0,2405,81.47833405,Nepal,,1,Moderate,,,,0,2405,81.47833405,Nepal,,1,Moderate
,3565,97.49520574,China_fulgens,,0,Low,,,,,3565,97.49520574,China_fulgens,,0,Low
0,2905,83.60491582,Nepal,IUCN VI,1,Low,,,,0,2905,83.60491582,Nepal,IUCN VI,1,Low
,3438,98.10749743,Burma,IUCN II,0,Moderate,,,,,3438,98.10749743,Burma,IUCN II,0,Moderate
0.007380074,1293,104.0326054,china_styani,,1,Low,,,,0.007380074,1293,104.0326054,china_styani,,1,Low
,2703,102.5274781,china_styani,,0,Moderate,,,,,2703,102.5274781,china_styani,,0,Moderate
9.18E-04,2685,87.41907269,Nepal,,1,Core,,,,0.000918274,2685,87.41907269,Nepal,,1,Core
0.005938242,1583,91.04350536,Bhutan,,1,Core,,,,0.005938242,1583,91.04350536,Bhutan,,1,Core
,2776,81.72519109,Nepal,,0,Moderate,,,,,2776,81.72519109,Nepal,,0,Moderate
,3953,98.99925502,China_fulgens,,0,Low,,,,,3953,98.99925502,China_fulgens,,0,Low
,3582,102.1760572,china_styani,,0,Moderate,,,,,3582,102.1760572,china_styani,,0,Moderate
,4334,97.06509238,China_fulgens,,0,Low,,,,,4334,97.06509238,China_fulgens,,0,Low
,2109,86.06081998,Nepal,IUCN VI,0,Moderate,,,,,2109,86.06081998,Nepal,IUCN VI,0,Moderate
0.001386963,3680,96.74385483,India,,1,Low,,,,0.001386963,3680,96.74385483,India,,1,Low
0,2497,103.6639368,china_styani,,1,Low,,,,0,2497,103.6639368,china_styani,,1,Low
0,2073,97.77332415,Burma,IUCN II,1,Core,,,,0,2073,97.77332415,Burma,IUCN II,1,Core
,4512,93.62580248,China_fulgens,,0,Low,,,,,4512,93.62580248,China_fulgens,,0,Low
0,1974,84.66888045,Nepal,,1,Low,,,,0,1974,84.66888045,Nepal,,1,Low
0.001803427,804,96.57838516,Burma,IUCN IV,1,Low,,,,0.001803427,804,96.57838516,Burma,IUCN IV,1,Low
0,2912,89.17213496,Bhutan,,1,Moderate,,,,0,2912,89.17213496,Bhutan,,1,Moderate
,4043,91.18391204,China_fulgens,,0,Low,,,,,4043,91.18391204,China_fulgens,,0,Low
0,2685,93.16550573,India,,1,Low,,,,0,2685,93.16550573,India,,1,Low
,4527,93.63658226,China_fulgens,,0,Low,,,,,4527,93.63658226,China_fulgens,,0,Low
0,2852,102.0822731,china_styani,,1,Moderate,,,,0,2852,102.0822731,china_styani,,1,Moderate
0.00361991,2412,103.1335714,china_styani,,1,Moderate,,,,0.00361991,2412,103.1335714,china_styani,,1,Moderate
0,1738,90.50182125,Bhutan,IUCN II,1,Low,,,,0,1738,90.50182125,Bhutan,IUCN II,1,Low
,3111,81.54247376,Nepal,,0,Moderate,,,,,3111,81.54247376,Nepal,,0,Moderate
,3082,96.84922721,India,,0,Low,,,,,3082,96.84922721,India,,0,Low
0.00505689,3707,99.07067108,China_fulgens,,1,Moderate,,,,0.00505689,3707,99.07067108,China_fulgens,,1,Moderate
0,3516,98.84968552,China_fulgens,,1,Low,,,,0,3516,98.84968552,China_fulgens,,1,Low
0.006718925,3006,102.3660509,china_styani,,1,Moderate,,,,0.006718925,3006,102.3660509,china_styani,,1,Moderate
,3708,103.7046305,china_styani,,0,Low,,,,,3708,103.7046305,china_styani,,0,Low
0,2922,102.0933223,china_styani,,1,Low,,,,0,2922,102.0933223,china_styani,,1,Low
,3653,81.39829416,Nepal,,0,Moderate,,,,,3653,81.39829416,Nepal,,0,Moderate
,2625,100.3593942,China_fulgens,,0,Low,,,,,2625,100.3593942,China_fulgens,,0,Low
0.00997009,3141,98.5319514,Burma,,1,Moderate,,,,0.00997009,3141,98.5319514,Burma,,1,Moderate
,3888,94.43293876,India,,0,Low,,,,,3888,94.43293876,India,,0,Low
0,2500,94.19012414,India,,1,Moderate,,,,0,2500,94.19012414,India,,1,Moderate
0.04446461,2249,102.3463778,china_styani,,1,Moderate,,,,0.04446461,2249,102.3463778,china_styani,,1,Moderate
0,2169,92.83321891,India,,1,Moderate,,,,0,2169,92.83321891,India,,1,Moderate
0.024590164,2181,85.59486384,Nepal,IUCN VI,1,Core,,,,0.024590164,2181,85.59486384,Nepal,IUCN VI,1,Core
0.015560166,2337,81.65539199,Nepal,,1,Moderate,,,,0.015560166,2337,81.65539199,Nepal,,1,Moderate
0.005469462,1787,89.83590013,Bhutan,,1,Low,,,,0.005469462,1787,89.83590013,Bhutan,,1,Low
0.005188067,3270,94.70728425,China_fulgens,,1,Low,,,,0.005188067,3270,94.70728425,China_fulgens,,1,Low
,4104,95.54810736,China_fulgens,,0,Low,,,,,4104,95.54810736,China_fulgens,,0,Low
0.005673759,3635,82.13670932,Nepal,,1,Low,,,,0.005673759,3635,82.13670932,Nepal,,1,Low
,4579,82.34233369,Nepal,,0,Core,,,,,4579,82.34233369,Nepal,,0,Core
0,3127,98.74700808,China_fulgens,,1,Moderate,,,,0,3127,98.74700808,China_fulgens,,1,Moderate
,2744,99.00680086,China_fulgens,,0,Low,,,,,2744,99.00680086,China_fulgens,,0,Low
,2644,103.5308065,china_styani,,0,Low,,,,,2644,103.5308065,china_styani,,0,Low
0,1883,103.9035175,china_styani,,1,Moderate,,,,0,1883,103.9035175,china_styani,,1,Moderate
0,3398,99.73928715,China_fulgens,,1,Moderate,,,,0,3398,99.73928715,China_fulgens,,1,Moderate
0,2451,98.16543877,Burma,,1,Core,,,,0,2451,98.16543877,Burma,,1,Core
,5248,93.71311873,China_fulgens,,0,Low,,,,,5248,93.71311873,China_fulgens,,0,Low
0.010471204,4111,99.99665448,China_fulgens,,1,Low,,,,0.010471204,4111,99.99665448,China_fulgens,,1,Low
0,4430,93.80717234,China_fulgens,,1,Low,,,,0,4430,93.80717234,China_fulgens,,1,Low
0,3652,101.1196384,China_fulgens,,1,Low,,,,0,3652,101.1196384,China_fulgens,,1,Low
0,2347,97.67657559,Burma,IUCN IV,1,Core,,,,0,2347,97.67657559,Burma,IUCN IV,1,Core
,3529,98.30234202,China_fulgens,,0,Moderate,,,,,3529,98.30234202,China_fulgens,,0,Moderate
0.362637363,3188,103.7755075,china_styani,,1,Moderate,,,,0.362637363,3188,103.7755075,china_styani,,1,Moderate
0,3743,87.22261114,China_fulgens,,1,Low,,,,0,3743,87.22261114,China_fulgens,,1,Low
0,2833,86.42921908,Nepal,,1,Core,,,,0,2833,86.42921908,Nepal,,1,Core
0,3542,97.4173218,China_fulgens,,1,Low,,,,0,3542,97.4173218,China_fulgens,,1,Low
0,2329,90.42124237,Bhutan,IUCN II,1,Low,,,,0,2329,90.42124237,Bhutan,IUCN II,1,Low
0.040952381,2243,95.34895086,China_fulgens,,1,Low,,,,0.040952381,2243,95.34895086,China_fulgens,,1,Low
0.001906578,3725,90.45088677,Bhutan,IUCN II,1,Moderate,,,,0.001906578,3725,90.45088677,Bhutan,IUCN II,1,Moderate
,3979,97.91534779,Burma,IUCN II,0,Low,,,,,3979,97.91534779,Burma,IUCN II,0,Low
,2311,86.99003731,Nepal,,0,Core,,,,,2311,86.99003731,Nepal,,0,Core
0.005434783,1279,97.92424111,Burma,IUCN IV,1,Moderate,,,,0.005434783,1279,97.92424111,Burma,IUCN IV,1,Moderate
,2489,99.53015935,China_fulgens,,0,Moderate,,,,,2489,99.53015935,China_fulgens,,0,Moderate
,3635,101.8782657,china_styani,,0,Low,,,,,3635,101.8782657,china_styani,,0,Low
9.29E-04,1828,103.2146893,china_styani,,1,Moderate,,,,0.000928505,1828,103.2146893,china_styani,,1,Moderate
0,2660,102.336137,china_styani,,1,Core,,,,0,2660,102.336137,china_styani,,1,Core
0,3416,83.12063405,Nepal,IUCN VI,1,Core,,,,0,3416,83.12063405,Nepal,IUCN VI,1,Core
0.009036145,2972,104.0401512,china_styani,,1,Low,,,,0.009036145,2972,104.0401512,china_styani,,1,Low
0,2531,102.1313211,china_styani,,1,Moderate,,,,0,2531,102.1313211,china_styani,,1,Moderate
,3218,98.94939852,China_fulgens,,0,Moderate,,,,,3218,98.94939852,China_fulgens,,0,Moderate
0,2598,95.81302053,India,,1,Low,,,,0,2598,95.81302053,India,,1,Low
,5381,93.41775266,China_fulgens,,0,Low,,,,,5381,93.41775266,China_fulgens,,0,Low
,2608,99.6069653,China_fulgens,,0,Low,,,,,2608,99.6069653,China_fulgens,,0,Low
0.00101626,3180,90.35171276,Bhutan,IUCN VI,1,Core,,,,0.00101626,3180,90.35171276,Bhutan,IUCN VI,1,Core
0,1639,104.1800189,china_styani,,1,Low,,,,0,1639,104.1800189,china_styani,,1,Low
0,3189,100.9048512,China_fulgens,,1,Low,,,,0,3189,100.9048512,China_fulgens,,1,Low
0,2951,94.23512974,India,,1,Moderate,,,,0,2951,94.23512974,India,,1,Moderate
0.003841229,1939,104.0700651,china_styani,,1,Low,,,,0.003841229,1939,104.0700651,china_styani,,1,Low
0.017621145,3187,101.088916,China_fulgens,,1,Low,,,,0.017621145,3187,101.088916,China_fulgens,,1,Low
,1945,99.79318606,China_fulgens,,0,Low,,,,,1945,99.79318606,China_fulgens,,0,Low
,4329,97.88435592,Burma,IUCN II,0,Low,,,,,4329,97.88435592,Burma,IUCN II,0,Low
,3504,87.38403839,China_fulgens,,0,Core,,,,,3504,87.38403839,China_fulgens,,0,Core
,4010,99.67514744,China_fulgens,,0,Moderate,,,,,4010,99.67514744,China_fulgens,,0,Moderate
,2767,94.4658171,China_fulgens,,0,Low,,,,,2767,94.4658171,China_fulgens,,0,Low
0.003138075,2570,102.8600344,china_styani,,1,Low,,,,0.003138075,2570,102.8600344,china_styani,,1,Low
,4465,96.30134472,China_fulgens,,0,Low,,,,,4465,96.30134472,China_fulgens,,0,Low
,1951,82.7101938,Nepal,,0,Moderate,,,,,1951,82.7101938,Nepal,,0,Moderate
,3414,94.16344418,India,,0,Moderate,,,,,3414,94.16344418,India,,0,Moderate
,4074,82.24073423,Nepal,,0,Low,,,,,4074,82.24073423,Nepal,,0,Low
,3916,94.7743884,China_fulgens,,0,Low,,,,,3916,94.7743884,China_fulgens,,0,Low
0.019047619,1554,98.78824076,,,1,Low,,,,0.019047619,1554,98.78824076,,,1,Low
,2371,82.73929922,Nepal,,0,Moderate,,,,,2371,82.73929922,Nepal,,0,Moderate
,3689,96.77322974,India,,0,Low,,,,,3689,96.77322974,India,,0,Low
,2284,102.235346,china_styani,,0,Low,,,,,2284,102.235346,china_styani,,0,Low
0.003128259,3448,99.40969527,China_fulgens,,1,Low,,,,0.003128259,3448,99.40969527,China_fulgens,,1,Low
0,3197,96.96510989,China_fulgens,,1,Low,,,,0,3197,96.96510989,China_fulgens,,1,Low
,4134,85.11570247,Nepal,IUCN VI,0,Moderate,,,,,4134,85.11570247,Nepal,IUCN VI,0,Moderate
0.001834862,3632,90.51044507,Bhutan,IUCN II,1,Core,,,,0.001834862,3632,90.51044507,Bhutan,IUCN II,1,Core
,4582,102.3938088,china_styani,,0,Low,,,,,4582,102.3938088,china_styani,,0,Low
,2406,98.81815465,China_fulgens,,0,Moderate,,,,,2406,98.81815465,China_fulgens,,0,Moderate
,2580,99.53123733,China_fulgens,,0,Low,,,,,2580,99.53123733,China_fulgens,,0,Low
0,2609,81.38562791,Nepal,,1,Moderate,,,,0,2609,81.38562791,Nepal,,1,Moderate
9.86E-04,1954,88.05454092,India,,1,Core,,,,0.000986193,1954,88.05454092,India,,1,Core
0,1512,96.85704256,Burma,IUCN IV,1,Low,,,,0,1512,96.85704256,Burma,IUCN IV,1,Low
0.009927798,1582,103.9719691,china_styani,,1,Low,,,,0.009927798,1582,103.9719691,china_styani,,1,Low
,3597,93.94784851,India,,0,Moderate,,,,,3597,93.94784851,India,,0,Moderate
0.385177453,529,91.10387215,India,,1,Moderate,,,,0.385177453,529,91.10387215,India,,1,Moderate
,2567,81.84026528,Nepal,,0,Moderate,,,,,2567,81.84026528,Nepal,,0,Moderate
,3079,97.88570339,China_fulgens,,0,Low,,,,,3079,97.88570339,China_fulgens,,0,Low
,4690,95.15626223,China_fulgens,,0,Low,,,,,4690,95.15626223,China_fulgens,,0,Low
,2614,92.00640952,Bhutan,IUCN IV,0,Moderate,,,,,2614,92.00640952,Bhutan,IUCN IV,0,Moderate
0,4108,94.61242216,China_fulgens,,1,Low,,,,0,4108,94.61242216,China_fulgens,,1,Low
,4686,96.82254725,China_fulgens,,0,Low,,,,,4686,96.82254725,China_fulgens,,0,Low
0,3313,98.77692198,China_fulgens,,1,Moderate,,,,0,3313,98.77692198,China_fulgens,,1,Moderate
0,2642,96.97049978,Burma,IUCN IV,1,Low,,,,0,2642,96.97049978,Burma,IUCN IV,1,Low
0,3013,82.73876023,Nepal,,1,Moderate,,,,0,3013,82.73876023,Nepal,,1,Moderate
0,3606,98.36486476,China_fulgens,,1,Low,,,,0,3606,98.36486476,China_fulgens,,1,Low
0.001833181,2131,102.705614,china_styani,,1,Low,,,,0.001833181,2131,102.705614,china_styani,,1,Low
0.00270514,2016,97.31518335,Burma,IUCN IV,1,Moderate,,,,0.00270514,2016,97.31518335,Burma,IUCN IV,1,Moderate
,3840,94.59301855,India,,0,Moderate,,,,,3840,94.59301855,India,,0,Moderate
0.006876228,3441,95.55538371,China_fulgens,,1,Low,,,,0.006876228,3441,95.55538371,China_fulgens,,1,Low
,2263,98.51335628,Burma,,0,Moderate,,,,,2263,98.51335628,Burma,,0,Moderate
,3546,103.2963462,china_styani,,0,Moderate,,,,,3546,103.2963462,china_styani,,0,Moderate
0,3120,89.32709435,Bhutan,,1,Low,,,,0,3120,89.32709435,Bhutan,,1,Low
0,2529,98.77934743,China_fulgens,,1,Low,,,,0,2529,98.77934743,China_fulgens,,1,Low
0.085930123,2048,104.2374213,china_styani,,1,Low,,,,0.085930123,2048,104.2374213,china_styani,,1,Low
0,3913,98.27215862,China_fulgens,,1,Low,,,,0,3913,98.27215862,China_fulgens,,1,Low
,2874,98.3926227,China_fulgens,,0,Low,,,,,2874,98.3926227,China_fulgens,,0,Low
,3672,95.80763064,China_fulgens,,0,Low,,,,,3672,95.80763064,China_fulgens,,0,Low
,3948,94.4660866,India,,0,Low,,,,,3948,94.4660866,India,,0,Low
0,4066,95.63731006,China_fulgens,,1,Low,,,,0,4066,95.63731006,China_fulgens,,1,Low
,4764,94.50381584,China_fulgens,,0,Low,,,,,4764,94.50381584,China_fulgens,,0,Low
,3606,87.91036132,Nepal,IUCN VI,0,Core,,,,,3606,87.91036132,Nepal,IUCN VI,0,Core
0,2985,102.6662678,china_styani,,1,Core,,,,0,2985,102.6662678,china_styani,,1,Core
0.058387396,723,91.91585934,India,,1,Low,,,,0.058387396,723,91.91585934,India,,1,Low
0,2988,95.33089472,India,,1,Low,,,,0,2988,95.33089472,India,,1,Low
,3864,100.1831447,China_fulgens,,0,Moderate,,,,,3864,100.1831447,China_fulgens,,0,Moderate
,3297,103.7561039,china_styani,,0,Moderate,,,,,3297,103.7561039,china_styani,,0,Moderate
0.00543971,2035,98.15034707,Burma,,1,Core,,,,0.00543971,2035,98.15034707,Burma,,1,Core
0.001190476,3092,99.59645502,China_fulgens,,1,Moderate,,,,0.001190476,3092,99.59645502,China_fulgens,,1,Moderate
,4158,97.67900104,Burma,IUCN II,0,Low,,,,,4158,97.67900104,Burma,IUCN II,0,Low
0.022796353,4189,98.69391765,China_fulgens,,1,Low,,,,0.022796353,4189,98.69391765,China_fulgens,,1,Low
,3374,82.07499506,Nepal,,0,Low,,,,,3374,82.07499506,Nepal,,0,Low
0,3112,85.99560229,Nepal,IUCN VI,1,Core,,,,0,3112,85.99560229,Nepal,IUCN VI,1,Core
0.01715439,3079,99.49108263,China_fulgens,,1,Low,,,,0.01715439,3079,99.49108263,China_fulgens,,1,Low
0.010496183,1947,93.46302775,India,,1,Low,,,,0.010496183,1947,93.46302775,India,,1,Low
,3430,97.37959256,Burma,IUCN IV,0,Core,,,,,3430,97.37959256,Burma,IUCN IV,0,Core
0.003784295,3187,102.0437353,china_styani,,1,Low,,,,0.003784295,3187,102.0437353,china_styani,,1,Low
,1928,97.64800916,Burma,IUCN II,0,Moderate,,,,,1928,97.64800916,Burma,IUCN II,0,Moderate
0,3038,100.9506653,China_fulgens,,1,Low,,,,0,3038,100.9506653,China_fulgens,,1,Low
,2416,90.16495302,Bhutan,,0,Low,,,,,2416,90.16495302,Bhutan,,0,Low
0.062378168,3002,89.71866998,Bhutan,,1,Low,,,,0.062378168,3002,89.71866998,Bhutan,,1,Low
0.16827853,2173,103.3895913,china_styani,,1,Low,,,,0.16827853,2173,103.3895913,china_styani,,1,Low
,1311,102.1496467,china_styani,,0,Moderate,,,,,1311,102.1496467,china_styani,,0,Moderate
0,2461,93.85244743,India,,1,Low,,,,0,2461,93.85244743,India,,1,Low
0.002506266,3480,98.2934487,China_fulgens,,1,Moderate,,,,0.002506266,3480,98.2934487,China_fulgens,,1,Moderate
,3885,82.12485156,Nepal,,0,Low,,,,,3885,82.12485156,Nepal,,0,Low
,2153,100.4736599,China_fulgens,,0,Low,,,,,2153,100.4736599,China_fulgens,,0,Low
,2911,100.0901691,China_fulgens,,0,Low,,,,,2911,100.0901691,China_fulgens,,0,Low
,3368,95.44785537,India,,0,Low,,,,,3368,95.44785537,India,,0,Low
0,1365,97.29982216,Burma,IUCN IV,1,Moderate,,,,0,1365,97.29982216,Burma,IUCN IV,1,Moderate
0,2600,91.73960988,Bhutan,,1,Moderate,,,,0,2600,91.73960988,Bhutan,,1,Moderate
,5107,98.97715646,China_fulgens,,0,Moderate,,,,,5107,98.97715646,China_fulgens,,0,Moderate
0,2852,81.53789235,Nepal,,1,Moderate,,,,0,2852,81.53789235,Nepal,,1,Moderate
0,1717,98.2085579,Burma,IUCN IV,1,Core,,,,0,1717,98.2085579,Burma,IUCN IV,1,Core
,3890,97.52646711,China_fulgens,,0,Low,,,,,3890,97.52646711,China_fulgens,,0,Low
,3055,94.16856457,China_fulgens,,0,Low,,,,,3055,94.16856457,China_fulgens,,0,Low
0.018066847,1495,104.0649447,china_styani,,1,Low,,,,0.018066847,1495,104.0649447,china_styani,,1,Low
0,3845,99.51803209,China_fulgens,,1,Moderate,,,,0,3845,99.51803209,China_fulgens,,1,Moderate
0,3231,93.32531602,India,,1,Core,,,,0,3231,93.32531602,India,,1,Core
0.008421053,3007,98.47643552,Burma,,1,Low,,,,0.008421053,3007,98.47643552,Burma,,1,Low
,3796,86.76473983,Nepal,IUCN VI,0,Core,,,,,3796,86.76473983,Nepal,IUCN VI,0,Core
,3946,98.98551079,China_fulgens,,0,Low,,,,,3946,98.98551079,China_fulgens,,0,Low
,2892,100.9218294,China_fulgens,,0,Low,,,,,2892,100.9218294,China_fulgens,,0,Low
0,3998,94.92530537,China_fulgens,,1,Low,,,,0,3998,94.92530537,China_fulgens,,1,Low
0,3284,92.1266041,India,,1,Low,,,,0,3284,92.1266041,India,,1,Low
,4194,101.8655994,china_styani,,0,Moderate,,,,,4194,101.8655994,china_styani,,0,Moderate
,1914,87.54627413,Nepal,,0,Moderate,,,,,1914,87.54627413,Nepal,,0,Moderate
0,3319,83.23247431,Nepal,,1,Moderate,,,,0,3319,83.23247431,Nepal,,1,Moderate
0,3844,94.32487143,China_fulgens,,1,Low,,,,0,3844,94.32487143,China_fulgens,,1,Low
0.012917115,1315,103.2863749,china_styani,,1,Low,,,,0.012917115,1315,103.2863749,china_styani,,1,Low
0.003606853,1743,103.2278946,china_styani,,1,Moderate,,,,0.003606853,1743,103.2278946,china_styani,,1,Moderate
0.009017133,1193,97.37474166,Burma,,1,Low,,,,0.009017133,1193,97.37474166,Burma,,1,Low
0,1871,102.1027547,china_styani,,1,Moderate,,,,0,1871,102.1027547,china_styani,,1,Moderate
0,3376,98.98631928,China_fulgens,,1,Moderate,,,,0,3376,98.98631928,China_fulgens,,1,Moderate
0.002285714,908,103.129529,china_styani,,1,Moderate,,,,0.002285714,908,103.129529,china_styani,,1,Moderate
0,3938,92.00775699,Bhutan,IUCN IV,1,Low,,,,0,3938,92.00775699,Bhutan,IUCN IV,1,Low
,964,103.4734041,china_styani,,0,Low,,,,,964,103.4734041,china_styani,,0,Low
,3365,83.20606384,Nepal,,0,Moderate,,,,,3365,83.20606384,Nepal,,0,Moderate
0.012623986,2059,97.21034996,Burma,IUCN IV,1,Moderate,,,,0.012623986,2059,97.21034996,Burma,IUCN IV,1,Moderate
0,3411,100.1009489,China_fulgens,,1,Low,,,,0,3411,100.1009489,China_fulgens,,1,Low
0.015370705,1227,93.65895031,India,,1,Low,,,,0.015370705,1227,93.65895031,India,,1,Low
0,3729,91.03326457,China_fulgens,,1,Moderate,,,,0,3729,91.03326457,China_fulgens,,1,Moderate
,4404,95.45055032,China_fulgens,,0,Low,,,,,4404,95.45055032,China_fulgens,,0,Low
,3681,98.89307415,China_fulgens,,0,Low,,,,,3681,98.89307415,China_fulgens,,0,Low
9.08E-04,2028,103.103927,china_styani,,1,Low,,,,0.000908265,2028,103.103927,china_styani,,1,Low
,3705,103.9140278,china_styani,,0,Low,,,,,3705,103.9140278,china_styani,,0,Low
0.001858736,1054,91.64016638,India,,1,Moderate,,,,0.001858736,1054,91.64016638,India,,1,Moderate
0,4212,97.40950646,China_fulgens,,1,Low,,,,0,4212,97.40950646,China_fulgens,,1,Low
,1990,101.088916,China_fulgens,,0,Low,,,,,1990,101.088916,China_fulgens,,0,Low
0.014427412,2457,98.327944,China_fulgens,,1,Low,,,,0.014427412,2457,98.327944,China_fulgens,,1,Low
,3752,97.41112342,China_fulgens,,0,Low,,,,,3752,97.41112342,China_fulgens,,0,Low
0,2788,93.126968,India,,1,Moderate,,,,0,2788,93.126968,India,,1,Moderate
,3884,97.03302252,China_fulgens,,0,Low,,,,,3884,97.03302252,China_fulgens,,0,Low
0.233635448,1665,98.21206133,China_fulgens,,1,Moderate,,,,0.233635448,1665,98.21206133,China_fulgens,,1,Moderate
9.44E-04,2473,87.22315012,Nepal,IUCN II,1,Moderate,,,,0.000944287,2473,87.22315012,Nepal,IUCN II,1,Moderate
0,3196,99.02566548,China_fulgens,,1,Low,,,,0,3196,99.02566548,China_fulgens,,1,Low
0.005434783,2152,85.0890225,Nepal,,1,Core,,,,0.005434783,2152,85.0890225,Nepal,,1,Core
0.012064343,3549,93.0377653,India,,1,Core,,,,0.012064343,3549,93.0377653,India,,1,Core
,4632,87.48941077,China_fulgens,,0,Low,,,,,4632,87.48941077,China_fulgens,,0,Low
0.004694836,3087,102.2903229,china_styani,,1,Moderate,,,,0.004694836,3087,102.2903229,china_styani,,1,Moderate
,3423,98.53599382,China_fulgens,,0,Low,,,,,3423,98.53599382,China_fulgens,,0,Low
0,2735,96.98343552,China_fulgens,,1,Low,,,,0,2735,96.98343552,China_fulgens,,1,Low
0,2314,102.8252696,china_styani,,1,Core,,,,0,2314,102.8252696,china_styani,,1,Core
,3268,97.83099599,China_fulgens,,0,Low,,,,,3268,97.83099599,China_fulgens,,0,Low
0,3803,98.90062,China_fulgens,,1,Low,,,,0,3803,98.90062,China_fulgens,,1,Low
,4336,94.29361006,China_fulgens,,0,Low,,,,,4336,94.29361006,China_fulgens,,0,Low
,2958,100.1640106,China_fulgens,,0,Low,,,,,2958,100.1640106,China_fulgens,,0,Low
0,2295,98.41606873,Burma,,1,Moderate,,,,0,2295,98.41606873,Burma,,1,Moderate
9.22E-04,1751,87.39454868,Nepal,,1,Moderate,,,,0.000921659,1751,87.39454868,Nepal,,1,Moderate
0.027372263,1499,104.1754375,china_styani,,1,Low,,,,0.027372263,1499,104.1754375,china_styani,,1,Low
0,2431,99.67029653,China_fulgens,,1,Moderate,,,,0,2431,99.67029653,China_fulgens,,1,Moderate
0,2836,95.16326909,India,,1,Low,,,,0,2836,95.16326909,India,,1,Low
,3508,95.73729256,China_fulgens,,0,Low,,,,,3508,95.73729256,China_fulgens,,0,Low
0.001303781,3632,98.8903792,China_fulgens,,1,Low,,,,0.001303781,3632,98.8903792,China_fulgens,,1,Low
9.08E-04,1449,104.3721686,china_styani,,1,Low,,,,0.000908265,1449,104.3721686,china_styani,,1,Low
,4199,98.18457288,China_fulgens,,0,Low,,,,,4199,98.18457288,China_fulgens,,0,Low
0.001023541,2446,87.30319002,Nepal,IUCN II,1,Moderate,,,,0.001023541,2446,87.30319002,Nepal,IUCN II,1,Moderate
0,3023,103.2650848,china_styani,,1,Moderate,,,,0,3023,103.2650848,china_styani,,1,Moderate
,3459,97.37608913,China_fulgens,,0,Low,,,,,3459,97.37608913,China_fulgens,,0,Low
,3067,100.9878556,China_fulgens,,0,Low,,,,,3067,100.9878556,China_fulgens,,0,Low
,3356,97.36962126,Burma,IUCN IV,0,Core,,,,,3356,97.36962126,Burma,IUCN IV,0,Core
