loss_mean,elevation,longitude,Country,iucn,over_20_pc_canopy_cover,Habitat_class,iucn,,,loss_mean,elevation,longitude,Country,iucn,over_20_pc_canopy_cover,Habitat_class
0,3700,100.7520478,China_fulgens,,1,Low,,,,0,3700,100.7520478,China_fulgens,,1,Low
,4129,99.82983733,China_fulgens,,0,Low,,,,,4129,99.82983733,China_fulgens,,0,Low
0.009661836,2699,99.11163426,China_fulgens,,1,Low,,,,0.009661836,2699,99.11163426,China_fulgens,,1,Low
,4340,98.65484094,China_fulgens,,0,Low,,,,,4340,98.65484094,China_fulgens,,0,Low
,2717,95.92998118,India,,0,Low,,,,,2717,95.92998118,India,,0,Low
,2471,99.5924126,China_fulgens,,0,Low,,,,,2471,99.5924126,China_fulgens,,0,Low
0,3204,81.83083297,Nepal,,1,Moderate,,,,0,3204,81.83083297,Nepal,,1,Moderate
0,2310,102.3800646,china_styani,,1,Moderate,,,,0,2310,102.3800646,china_styani,,1,Moderate
9.06E-04,2144,103.3017361,china_styani,,1,Moderate,,,,0.000905797,2144,103.3017361,china_styani,,1,Moderate
0.014659686,2056,98.23981927,China_fulgens,,1,Moderate,,,,0.014659686,2056,98.23981927,China_fulgens,,1,Moderate
0.004004004,2179,88.59433857,India,,1,Low,,,,0.004004004,2179,88.59433857,India,,1,Low
,2742,97.12788462,China_fulgens,,0,Low,,,,,2742,97.12788462,China_fulgens,,0,Low
,1845,98.48991025,Burma,,0,Moderate,,,,,1845,98.48991025,Burma,,0,Moderate
0,3610,83.00340391,Nepal,,1,Low,,,,0,3610,83.00340391,Nepal,,1,Low
0.006535948,3552,99.57327848,China_fulgens,,1,Moderate,,,,0.006535948,3552,99.57327848,China_fulgens,,1,Moderate
,2478,85.23131564,Nepal,,0,Moderate,,,,,2478,85.23131564,Nepal,,0,Moderate
0,942,96.61314996,Burma,IUCN IV,1,Low,,,,0,942,96.61314996,Burma,IUCN IV,1,Low
0.006289308,2842,82.36982214,Nepal,,1,Low,,,,0.006289308,2842,82.36982214,Nepal,,1,Low
,3353,82.7700216,Nepal,,0,Low,,,,,3353,82.7700216,Nepal,,0,Low
0.003606853,2252,103.1634853,china_styani,,1,Moderate,,,,0.003606853,2252,103.1634853,china_styani,,1,Moderate
0,2801,85.9947938,China_fulgens,,1,Core,,,,0,2801,85.9947938,China_fulgens,,1,Core
,3842,99.91877054,China_fulgens,,0,Low,,,,,3842,99.91877054,China_fulgens,,0,Low
,4549,94.98055176,China_fulgens,,0,Low,,,,,4549,94.98055176,China_fulgens,,0,Low
,4323,98.47508805,China_fulgens,,0,Low,,,,,4323,98.47508805,China_fulgens,,0,Low
0.008474576,2563,102.7279821,china_styani,,1,Moderate,,,,0.008474576,2563,102.7279821,china_styani,,1,Moderate
0,2296,102.5967382,china_styani,,1,Low,,,,0,2296,102.5967382,china_styani,,1,Low
,3970,97.88273895,China_fulgens,,0,Low,,,,,3970,97.88273895,China_fulgens,,0,Low
,2260,82.55496492,Nepal,,0,Low,,,,,2260,82.55496492,Nepal,,0,Low
0,2129,96.81796584,Burma,IUCN IV,1,Low,,,,0,2129,96.81796584,Burma,IUCN IV,1,Low
,2932,94.45126439,China_fulgens,,0,Low,,,,,2932,94.45126439,China_fulgens,,0,Low
,3473,100.8908375,China_fulgens,,0,Low,,,,,3473,100.8908375,China_fulgens,,0,Low
,756,95.95369671,India,,0,Low,,,,,756,95.95369671,India,,0,Low
0,4288,93.24473714,China_fulgens,,1,Low,,,,0,4288,93.24473714,China_fulgens,,1,Low
,4131,98.67451404,China_fulgens,,0,Core,,,,,4131,98.67451404,China_fulgens,,0,Core
0.010430248,3280,88.31864561,India,IUCN II,1,Moderate,,,,0.010430248,3280,88.31864561,India,IUCN II,1,Moderate
,3221,95.30475375,China_fulgens,,0,Low,,,,,3221,95.30475375,China_fulgens,,0,Low
0.002061856,3002,96.27924617,India,,1,Low,,,,0.002061856,3002,96.27924617,India,,1,Low
0.046666667,2109,90.91549544,Bhutan,,1,Moderate,,,,0.046666667,2109,90.91549544,Bhutan,,1,Moderate
0.01461039,3170,81.74675066,Nepal,,1,Moderate,,,,0.01461039,3170,81.74675066,Nepal,,1,Moderate
,5406,96.91633137,China_fulgens,,0,Low,,,,,5406,96.91633137,China_fulgens,,0,Low
,2477,99.50401837,China_fulgens,,0,Low,,,,,2477,99.50401837,China_fulgens,,0,Low
0.004102564,2435,97.26694382,Burma,IUCN IV,1,Core,,,,0.004102564,2435,97.26694382,Burma,IUCN IV,1,Core
0,2862,98.47859148,Burma,,1,Moderate,,,,0,2862,98.47859148,Burma,,1,Moderate
,4008,99.65870827,China_fulgens,,0,Moderate,,,,,4008,99.65870827,China_fulgens,,0,Moderate
0,2367,97.93448191,Burma,IUCN II,1,Moderate,,,,0,2367,97.93448191,Burma,IUCN II,1,Moderate
0.151724138,1550,98.20182054,China_fulgens,,1,Moderate,,,,0.151724138,1550,98.20182054,China_fulgens,,1,Moderate
,3895,95.29020104,China_fulgens,,0,Low,,,,,3895,95.29020104,China_fulgens,,0,Low
,3170,99.41373769,China_fulgens,,0,Moderate,,,,,3170,99.41373769,China_fulgens,,0,Moderate
0,2371,82.91474019,Nepal,,1,Moderate,,,,0,2371,82.91474019,Nepal,,1,Moderate
0,1371,87.00755446,Nepal,,1,Moderate,,,,0,1371,87.00755446,Nepal,,1,Moderate
,4918,93.15930735,China_fulgens,,0,Low,,,,,4918,93.15930735,China_fulgens,,0,Low
0.006684492,2641,98.93188137,China_fulgens,,1,Moderate,,,,0.006684492,2641,98.93188137,China_fulgens,,1,Moderate
,4072,97.60192559,China_fulgens,,0,Moderate,,,,,4072,97.60192559,China_fulgens,,0,Moderate
0.001053741,1987,96.2226523,India,,1,Low,,,,0.001053741,1987,96.2226523,India,,1,Low
,3938,95.49259147,China_fulgens,,0,Low,,,,,3938,95.49259147,China_fulgens,,0,Low
,3661,100.7517783,China_fulgens,,0,Low,,,,,3661,100.7517783,China_fulgens,,0,Low
,1293,87.19108027,Nepal,IUCN VI,0,Low,,,,,1293,87.19108027,Nepal,IUCN VI,0,Low
0.001008065,3447,81.91626275,Nepal,,1,ModerateCore,,,,0.001008065,3447,81.91626275,Nepal,,1,ModerateCore
0,2290,95.48423714,India,,1,Low,,,,0,2290,95.48423714,India,,1,Low
,4994,94.01872559,China_fulgens,,0,Low,,,,,4994,94.01872559,China_fulgens,,0,Low
0,2280,97.77332415,Burma,IUCN II,1,Core,,,,0,2280,97.77332415,Burma,IUCN II,1,Core
,4160,98.2487126,China_fulgens,,0,Moderate,,,,,4160,98.2487126,China_fulgens,,0,Moderate
,1644,91.6487902,India,,0,Low,,,,,1644,91.6487902,India,,0,Low
,2961,95.6653375,China_fulgens,,0,Low,,,,,2961,95.6653375,China_fulgens,,0,Low
,2395,91.71266042,India,,0,Low,,,,,2395,91.71266042,India,,0,Low
0,3745,82.78107088,Nepal,,1,Low,,,,0,3745,82.78107088,Nepal,,1,Low
0,3116,102.3032586,china_styani,,1,Moderate,,,,0,3116,102.3032586,china_styani,,1,Moderate
0,3618,98.90897433,China_fulgens,,1,Moderate,,,,0,3618,98.90897433,China_fulgens,,1,Moderate
,2864,99.47626043,China_fulgens,,0,Low,,,,,2864,99.47626043,China_fulgens,,0,Low
,4229,99.51991855,China_fulgens,,0,Moderate,,,,,4229,99.51991855,China_fulgens,,0,Moderate
0.024539877,2998,90.36437901,Bhutan,,1,Moderate,,,,0.024539877,2998,90.36437901,Bhutan,,1,Moderate
,3711,99.00060249,China_fulgens,,0,Low,,,,,3711,99.00060249,China_fulgens,,0,Low
9.59E-04,2297,102.4509417,china_styani,,1,Moderate,,,,0.000958773,2297,102.4509417,china_styani,,1,Moderate
0,1245,103.2227742,china_styani,,1,Low,,,,0,1245,103.2227742,china_styani,,1,Low
,2226,102.5536191,china_styani,,0,Moderate,,,,,2226,102.5536191,china_styani,,0,Moderate
,3425,94.23081782,China_fulgens,,0,Low,,,,,3425,94.23081782,China_fulgens,,0,Low
,2452,95.31068263,China_fulgens,,0,Low,,,,,2452,95.31068263,China_fulgens,,0,Low
0,3644,90.99499634,Bhutan,IUCN II,1,Core,,,,0,3644,90.99499634,Bhutan,IUCN II,1,Core
0,2114,93.78830772,India,,1,Moderate,,,,0,2114,93.78830772,India,,1,Moderate
0.0802644,3330,103.6863048,china_styani,,1,Low,,,,0.0802644,3330,103.6863048,china_styani,,1,Low
,4553,90.2603541,Bhutan,IUCN II,0,Moderate,,,,,4553,90.2603541,Bhutan,IUCN II,0,Moderate
0.004106776,2954,98.51874617,Burma,IUCN II,1,Moderate,,,,0.004106776,2954,98.51874617,Burma,IUCN II,1,Moderate
,3556,99.02889942,China_fulgens,,0,Low,,,,,3556,99.02889942,China_fulgens,,0,Low
9.36E-04,2303,98.76910664,,,1,Low,,,,0.00093633,2303,98.76910664,,,1,Low
,4232,94.80780573,China_fulgens,,0,Moderate,,,,,4232,94.80780573,China_fulgens,,0,Moderate
0.00292113,2005,102.6430913,china_styani,,1,Core,,,,0.00292113,2005,102.6430913,china_styani,,1,Core
,783,91.26179598,India,,0,Moderate,,,,,783,91.26179598,India,,0,Moderate
0,3025,89.53810861,Bhutan,,1,Low,,,,0,3025,89.53810861,Bhutan,,1,Low
,3495,94.71860302,China_fulgens,,0,Low,,,,,3495,94.71860302,China_fulgens,,0,Low
,3710,97.37420267,China_fulgens,,0,Low,,,,,3710,97.37420267,China_fulgens,,0,Low
0.011363636,4014,87.46758171,Nepal,,1,Moderate,,,,0.011363636,4014,87.46758171,Nepal,,1,Moderate
0,3272,86.98114399,Nepal,IUCN II,1,Core,,,,0,3272,86.98114399,Nepal,IUCN II,1,Core
0,3971,94.00120844,China_fulgens,,1,Moderate,,,,0,3971,94.00120844,China_fulgens,,1,Moderate
0.002484472,3333,99.20487938,China_fulgens,,1,Moderate,,,,0.002484472,3333,99.20487938,China_fulgens,,1,Moderate
,3647,99.03671476,China_fulgens,,0,Low,,,,,3647,99.03671476,China_fulgens,,0,Low
,2128,81.84215174,Nepal,,0,Low,,,,,2128,81.84215174,Nepal,,0,Low
,3991,92.00856547,Bhutan,IUCN IV,0,Moderate,,,,,3991,92.00856547,Bhutan,IUCN IV,0,Moderate
0,2405,90.7680819,Bhutan,,1,Low,,,,0,2405,90.7680819,Bhutan,,1,Low
0,3633,100.7377646,China_fulgens,,1,Low,,,,0,3633,100.7377646,China_fulgens,,1,Low
0,3772,88.82664291,India,,1,Low,,,,0,3772,88.82664291,India,,1,Low
0,3372,98.86423823,China_fulgens,,1,Moderate,,,,0,3372,98.86423823,China_fulgens,,1,Moderate
,4454,98.96287325,China_fulgens,,0,Moderate,,,,,4454,98.96287325,China_fulgens,,0,Moderate
0,2921,82.8891382,Nepal,,1,Low,,,,0,2921,82.8891382,Nepal,,1,Low
0,2767,98.47589653,Burma,,1,Moderate,,,,0,2767,98.47589653,Burma,,1,Moderate
0,4323,98.94966801,China_fulgens,,1,Low,,,,0,4323,98.94966801,China_fulgens,,1,Low
0,3630,95.63192017,India,,1,Moderate,,,,0,3630,95.63192017,India,,1,Moderate
0.003673095,598,91.55635356,India,,1,Core,,,,0.003673095,598,91.55635356,India,,1,Core
0,3626,96.31454996,India,,1,Low,,,,0,3626,96.31454996,India,,1,Low
0,1796,102.8713532,china_styani,,1,Moderate,,,,0,1796,102.8713532,china_styani,,1,Moderate
,3544,100.1483799,China_fulgens,,0,Moderate,,,,,3544,100.1483799,China_fulgens,,0,Moderate
0.040650407,1272,103.0985372,china_styani,,1,Low,,,,0.040650407,1272,103.0985372,china_styani,,1,Low
0,2195,81.66805824,Nepal,,1,Moderate,,,,0,2195,81.66805824,Nepal,,1,Moderate
0,4034,101.9227323,china_styani,,1,Low,,,,0,4034,101.9227323,china_styani,,1,Low
0,2373,98.70820086,China_fulgens,,1,Low,,,,0,2373,98.70820086,China_fulgens,,1,Low
0,1619,87.88772377,Nepal,,1,Moderate,,,,0,1619,87.88772377,Nepal,,1,Moderate
,4858,90.88881547,China_fulgens,,0,Low,,,,,4858,90.88881547,China_fulgens,,0,Low
0,2299,98.28428588,China_fulgens,,1,Moderate,,,,0,2299,98.28428588,China_fulgens,,1,Moderate
0,3037,94.66308714,China_fulgens,,1,Moderate,,,,0,3037,94.66308714,China_fulgens,,1,Moderate
0,2375,97.23918588,Burma,IUCN IV,1,Low,,,,0,2375,97.23918588,Burma,IUCN IV,1,Low
0.046218487,3971,94.3566718,China_fulgens,,1,Low,,,,0.046218487,3971,94.3566718,China_fulgens,,1,Low
0,2049,98.59636061,China_fulgens,,1,Moderate,,,,0,2049,98.59636061,China_fulgens,,1,Moderate
,3461,98.68825826,Burma,,0,Moderate,,,,,3461,98.68825826,Burma,,0,Moderate
0,2706,95.57775176,China_fulgens,,1,Low,,,,0,2706,95.57775176,China_fulgens,,1,Low
0.004338395,3350,93.96024526,India,,1,Moderate,,,,0.004338395,3350,93.96024526,India,,1,Moderate
,2646,100.6860216,China_fulgens,,0,Low,,,,,2646,100.6860216,China_fulgens,,0,Low
,3371,97.66983823,China_fulgens,,0,Low,,,,,3371,97.66983823,China_fulgens,,0,Low
0,3026,81.67398712,Nepal,,1,Low,,,,0,3026,81.67398712,Nepal,,1,Low
0.174836601,1383,98.8507635,China_fulgens,,1,Low,,,,0.174836601,1383,98.8507635,China_fulgens,,1,Low
,4234,82.06286781,Nepal,,0,Moderate,,,,,4234,82.06286781,Nepal,,0,Moderate
0.084326306,3613,99.63553173,China_fulgens,,1,Moderate,,,,0.084326306,3613,99.63553173,China_fulgens,,1,Moderate
,3935,96.01972288,China_fulgens,,0,Low,,,,,3935,96.01972288,China_fulgens,,0,Low
0,1766,98.23281241,Burma,,1,Core,,,,0,1766,98.23281241,Burma,,1,Core
0.001919386,3121,98.77719148,China_fulgens,,1,Low,,,,0.001919386,3121,98.77719148,China_fulgens,,1,Low
0,2085,102.2822381,china_styani,,1,Low,,,,0,2085,102.2822381,china_styani,,1,Low
0,2469,98.18430339,Burma,,1,Core,,,,0,2469,98.18430339,Burma,,1,Core
,3762,96.4964588,China_fulgens,,0,Low,,,,,3762,96.4964588,China_fulgens,,0,Low
,2502,82.07014416,Nepal,,0,Low,,,,,2502,82.07014416,Nepal,,0,Low
0.020898642,1180,104.3586938,china_styani,,1,Low,,,,0.020898642,1180,104.3586938,china_styani,,1,Low
,2024,102.4110565,china_styani,,0,Moderate,,,,,2024,102.4110565,china_styani,,0,Moderate
,2699,82.62718947,Nepal,,0,Low,,,,,2699,82.62718947,Nepal,,0,Low
0,3172,102.1170379,china_styani,,1,Moderate,,,,0,3172,102.1170379,china_styani,,1,Moderate
,2227,99.76731458,China_fulgens,,0,Low,,,,,2227,99.76731458,China_fulgens,,0,Low
,2936,98.39962956,China_fulgens,,0,Low,,,,,2936,98.39962956,China_fulgens,,0,Low
0.020758123,1798,98.10641945,Burma,,1,Moderate,,,,0.020758123,1798,98.10641945,Burma,,1,Moderate
0.002574003,1310,88.14940301,India,,1,Core,,,,0.002574003,1310,88.14940301,India,,1,Core
0,2583,98.40421097,China_fulgens,,1,Moderate,,,,0,2583,98.40421097,China_fulgens,,1,Moderate
,2210,83.35644182,Nepal,,0,Moderate,,,,,2210,83.35644182,Nepal,,0,Moderate
0,2259,103.9875998,china_styani,,1,Low,,,,0,2259,103.9875998,china_styani,,1,Low
,4360,98.42118913,China_fulgens,,0,Low,,,,,4360,98.42118913,China_fulgens,,0,Low
,1820,98.32255411,,,0,Low,,,,,1820,98.32255411,,,0,Low
,3252,101.091072,China_fulgens,,0,Low,,,,,3252,101.091072,China_fulgens,,0,Low
,1771,83.64426203,Nepal,,0,Low,,,,,1771,83.64426203,Nepal,,0,Low
,3788,95.97148335,India,,0,Low,,,,,3788,95.97148335,India,,0,Low
0.042016807,1425,103.4211222,china_styani,,1,Moderate,,,,0.042016807,1425,103.4211222,china_styani,,1,Moderate
0.002183406,2640,93.63119237,India,,1,Low,,,,0.002183406,2640,93.63119237,India,,1,Low
0,2113,102.1027547,china_styani,,1,Moderate,,,,0,2113,102.1027547,china_styani,,1,Moderate
0.285923754,3925,99.96215917,China_fulgens,,1,Low,,,,0.285923754,3925,99.96215917,China_fulgens,,1,Low
0,2199,93.52986241,India,,1,Low,,,,0,2199,93.52986241,India,,1,Low
0,4079,99.84439003,China_fulgens,,1,Moderate,,,,0,4079,99.84439003,China_fulgens,,1,Moderate
0.001237624,1945,103.7965281,china_styani,,1,Low,,,,0.001237624,1945,103.7965281,china_styani,,1,Low
0.004878049,2049,103.9137583,china_styani,,1,Core,,,,0.004878049,2049,103.9137583,china_styani,,1,Core
0,3387,96.18950447,China_fulgens,,1,Low,,,,0,3387,96.18950447,China_fulgens,,1,Low
0,2247,98.17298462,Burma,,1,Moderate,,,,0,2247,98.17298462,Burma,,1,Moderate
,3811,85.67544272,Nepal,IUCN II,0,Core,,,,,3811,85.67544272,Nepal,IUCN II,0,Core
0,2093,97.24511476,Burma,IUCN IV,1,Moderate,,,,0,2093,97.24511476,Burma,IUCN IV,1,Moderate
0,1101,102.7228617,china_styani,,1,Low,,,,0,1101,102.7228617,china_styani,,1,Low
,4276,95.70225826,China_fulgens,,0,Low,,,,,4276,95.70225826,China_fulgens,,0,Low
0,3119,99.33073336,China_fulgens,,1,Low,,,,0,3119,99.33073336,China_fulgens,,1,Low
0.017085427,1353,103.1826195,china_styani,,1,Low,,,,0.017085427,1353,103.1826195,china_styani,,1,Low
0,2133,88.01654218,Nepal,,1,Core,,,,0,2133,88.01654218,Nepal,,1,Core
,3819,99.01407722,China_fulgens,,0,Low,,,,,3819,99.01407722,China_fulgens,,0,Low
0,4246,99.24961548,China_fulgens,,1,Core,,,,0,4246,99.24961548,China_fulgens,,1,Core
0,1970,83.51948604,Nepal,,1,Low,,,,0,1970,83.51948604,Nepal,,1,Low
0.036082474,2765,99.32507397,China_fulgens,,1,Moderate,,,,0.036082474,2765,99.32507397,China_fulgens,,1,Moderate
0.008204193,2135,103.9299279,china_styani,,1,Moderate,,,,0.008204193,2135,103.9299279,china_styani,,1,Moderate
0,3925,98.78500682,China_fulgens,,1,Moderate,,,,0,3925,98.78500682,China_fulgens,,1,Moderate
0.001203369,3861,98.99359563,China_fulgens,,1,Low,,,,0.001203369,3861,98.99359563,China_fulgens,,1,Low
0,2756,91.31865934,Bhutan,IUCN IV,1,Moderate,,,,0,2756,91.31865934,Bhutan,IUCN IV,1,Moderate
,4251,94.8592792,China_fulgens,,0,Low,,,,,4251,94.8592792,China_fulgens,,0,Low
,2263,87.87856096,Nepal,,0,Moderate,,,,,2263,87.87856096,Nepal,,0,Moderate
0,1869,103.1276426,china_styani,,1,Low,,,,0,1869,103.1276426,china_styani,,1,Low
0.037914692,652,91.23134309,India,,1,Moderate,,,,0.037914692,652,91.23134309,India,,1,Moderate
0,2589,97.11333191,India,,1,Low,,,,0,2589,97.11333191,India,,1,Low
,2508,103.752331,china_styani,,0,Low,,,,,2508,103.752331,china_styani,,0,Low
,3453,103.0012496,china_styani,,0,Moderate,,,,,3453,103.0012496,china_styani,,0,Moderate
0.205776173,1450,98.05036458,Burma,,1,Core,,,,0.205776173,1450,98.05036458,Burma,,1,Core
0.003159558,3966,99.80962523,China_fulgens,,1,Moderate,,,,0.003159558,3966,99.80962523,China_fulgens,,1,Moderate
0.002710027,1498,104.1094113,china_styani,,1,Low,,,,0.002710027,1498,104.1094113,china_styani,,1,Low
,1831,99.75707379,China_fulgens,,0,Low,,,,,1831,99.75707379,China_fulgens,,0,Low
0.003095975,3580,87.23015698,Nepal,IUCN II,1,Moderate,,,,0.003095975,3580,87.23015698,Nepal,IUCN II,1,Moderate
0.010321101,3417,90.19917883,Bhutan,IUCN VI,1,Low,,,,0.010321101,3417,90.19917883,Bhutan,IUCN VI,1,Low
0.028703704,1705,98.56644671,Burma,,1,Low,,,,0.028703704,1705,98.56644671,Burma,,1,Low
,2954,94.46716458,China_fulgens,,0,Low,,,,,2954,94.46716458,China_fulgens,,0,Low
0,2381,87.57187612,Nepal,,1,Core,,,,0,2381,87.57187612,Nepal,,1,Core
0,2924,82.69806654,Nepal,,1,Moderate,,,,0,2924,82.69806654,Nepal,,1,Moderate
,3016,94.6652431,India,,0,Moderate,,,,,3016,94.6652431,India,,0,Moderate
0.056934307,2521,99.11244274,China_fulgens,,1,Low,,,,0.056934307,2521,99.11244274,China_fulgens,,1,Low
,4326,96.58323606,China_fulgens,,0,Low,,,,,4326,96.58323606,China_fulgens,,0,Low
0.003267974,1085,89.06352865,Bhutan,,1,Moderate,,,,0.003267974,1085,89.06352865,Bhutan,,1,Moderate
,3420,81.61793225,Nepal,,0,Moderate,,,,,3420,81.61793225,Nepal,,0,Moderate
,4476,97.42190321,China_fulgens,,0,Low,,,,,4476,97.42190321,China_fulgens,,0,Low
0.014644351,3190,100.9776148,China_fulgens,,1,Low,,,,0.014644351,3190,100.9776148,China_fulgens,,1,Low
,4846,101.9035982,china_styani,,0,Moderate,,,,,4846,101.9035982,china_styani,,0,Moderate
0,3422,94.24375356,China_fulgens,,1,Moderate,,,,0,3422,94.24375356,China_fulgens,,1,Moderate
0,2549,84.38537214,Nepal,,1,Moderate,,,,0,2549,84.38537214,Nepal,,1,Moderate
,4565,93.21886566,China_fulgens,,0,Low,,,,,4565,93.21886566,China_fulgens,,0,Low
,1898,86.77039922,Nepal,,0,Moderate,,,,,1898,86.77039922,Nepal,,0,Moderate
0.284957627,1775,98.34034075,,,1,Low,,,,0.284957627,1775,98.34034075,,,1,Low
0,2708,100.2133281,China_fulgens,,1,Low,,,,0,2708,100.2133281,China_fulgens,,1,Low
0,2913,103.204179,china_styani,,1,Core,,,,0,2913,103.204179,china_styani,,1,Core
9.08E-04,1637,97.27233371,Burma,IUCN IV,1,Moderate,,,,0.000908265,1637,97.27233371,Burma,IUCN IV,1,Moderate
,3018,82.08604434,Nepal,,0,Low,,,,,3018,82.08604434,Nepal,,0,Low
,1988,81.91302882,Nepal,,0,Low,,,,,1988,81.91302882,Nepal,,0,Low
9.39E-04,2625,102.8759346,china_styani,,1,Core,,,,0.000938967,2625,102.8759346,china_styani,,1,Core
0.003338898,2819,98.77638299,China_fulgens,,1,Low,,,,0.003338898,2819,98.77638299,China_fulgens,,1,Low
,3295,97.96143137,Burma,IUCN II,0,Moderate,,,,,3295,97.96143137,Burma,IUCN II,0,Moderate
0,3719,101.3576021,China_fulgens,,1,Low,,,,0,3719,101.3576021,China_fulgens,,1,Low
0.00541028,1052,97.51919075,Burma,IUCN IV,1,Low,,,,0.00541028,1052,97.51919075,Burma,IUCN IV,1,Low
,3552,96.44848877,China_fulgens,,0,Low,,,,,3552,96.44848877,China_fulgens,,0,Low
0.029481132,1420,103.4300155,china_styani,,1,Low,,,,0.029481132,1420,103.4300155,china_styani,,1,Low
,1844,81.5901743,Nepal,,0,Moderate,,,,,1844,81.5901743,Nepal,,0,Moderate
0,2607,89.94747089,Bhutan,IUCN II,1,Low,,,,0,2607,89.94747089,Bhutan,IUCN II,1,Low
,2913,102.73445,china_styani,,0,Low,,,,,2913,102.73445,china_styani,,0,Low
0.00591133,3498,98.56995014,China_fulgens,,1,Core,,,,0.00591133,3498,98.56995014,China_fulgens,,1,Core
0,4016,102.2695718,china_styani,,1,Low,,,,0,4016,102.2695718,china_styani,,1,Low
0,1907,97.17100375,Burma,IUCN IV,1,Moderate,,,,0,1907,97.17100375,Burma,IUCN IV,1,Moderate
0,2283,95.44300447,India,,1,Low,,,,0,2283,95.44300447,India,,1,Low
,4324,93.41748317,China_fulgens,,0,Low,,,,,4324,93.41748317,China_fulgens,,0,Low
,4778,99.90933823,China_fulgens,,0,Low,,,,,4778,99.90933823,China_fulgens,,0,Low
,4039,100.1556563,China_fulgens,,0,Low,,,,,4039,100.1556563,China_fulgens,,0,Low
,4694,99.42882938,China_fulgens,,0,Low,,,,,4694,99.42882938,China_fulgens,,0,Low
,3499,99.71449364,China_fulgens,,0,Moderate,,,,,3499,99.71449364,China_fulgens,,0,Moderate
0,2909,103.0750911,china_styani,,1,Low,,,,0,2909,103.0750911,china_styani,,1,Low
9.18E-04,2098,102.68109,china_styani,,1,Moderate,,,,0.000918274,2098,102.68109,china_styani,,1,Moderate
,3145,101.9976518,china_styani,,0,Low,,,,,3145,101.9976518,china_styani,,0,Low
0,859,104.1595373,china_styani,,1,Low,,,,0,859,104.1595373,china_styani,,1,Low
,5286,86.77336366,Nepal,IUCN II,0,Core,,,,,5286,86.77336366,Nepal,IUCN II,0,Core
,4725,93.32666349,China_fulgens,,0,Low,,,,,4725,93.32666349,China_fulgens,,0,Low
,3086,88.03190337,Nepal,,0,Core,,,,,3086,88.03190337,Nepal,,0,Core
0,2847,102.2437003,china_styani,,1,Moderate,,,,0,2847,102.2437003,china_styani,,1,Moderate
,1471,86.71380536,Nepal,,0,Moderate,,,,,1471,86.71380536,Nepal,,0,Moderate
0.004036327,3075,102.7169328,china_styani,,1,Low,,,,0.004036327,3075,102.7169328,china_styani,,1,Low
0.005454545,2929,103.3502451,china_styani,,1,Low,,,,0.005454545,2929,103.3502451,china_styani,,1,Low
0,4219,94.2122227,China_fulgens,,1,Low,,,,0,4219,94.2122227,China_fulgens,,1,Low
,4804,93.56786114,China_fulgens,,0,Low,,,,,4804,93.56786114,China_fulgens,,0,Low
0.015719468,2724,81.75860842,Nepal,,1,Moderate,,,,0.015719468,2724,81.75860842,Nepal,,1,Moderate
,4098,87.36544327,China_fulgens,,0,Low,,,,,4098,87.36544327,China_fulgens,,0,Low
0.025948104,2932,103.2340929,china_styani,,1,Moderate,,,,0.025948104,2932,103.2340929,china_styani,,1,Moderate
0,3781,100.0508229,China_fulgens,,1,Low,,,,0,3781,100.0508229,China_fulgens,,1,Low
0.00120048,2388,82.60266546,Nepal,,1,Moderate,,,,0.00120048,2388,82.60266546,Nepal,,1,Moderate
,2407,100.66554,China_fulgens,,0,Moderate,,,,,2407,100.66554,China_fulgens,,0,Moderate
0,2183,95.92998118,India,,1,Low,,,,0,2183,95.92998118,India,,1,Low
0.002938296,2547,99.8759209,China_fulgens,,1,Moderate,,,,0.002938296,2547,99.8759209,China_fulgens,,1,Moderate
,1522,91.4048976,India,,0,Moderate,,,,,1522,91.4048976,India,,0,Moderate
,3444,94.60083389,India,,0,Moderate,,,,,3444,94.60083389,India,,0,Moderate
0.001803427,1739,93.78103136,India,,1,Low,,,,0.001803427,1739,93.78103136,India,,1,Low
