loss_mean,elevation,Country,IUCN RATING,over_20_pc_canopy_cover,Habitat_class,longitude
,3670,China_fulgens,,0,Low,99
0.007952286,3792,India,,1,Low,94
0,4144,china_styani,,1,Low,102
,1912,Nepal,IUCN II,0,Moderate,85
,1562,china_styani,,0,Moderate,102
0.01171875,418,India,,1,Moderate,91
0,3484,Bhutan,,1,Moderate,90
0,3084,India,,1,Low,96
0,1899,India,,1,Low,93
0,3002,China_fulgens,,1,Low,99
,3650,China_fulgens,,0,Low,94
0.010912698,1523,Burma,IUCN II,1,Moderate,98
0,3592,China_fulgens,,1,Low,99
,4666,Nepal,IUCN II,0,Moderate,86
0.001839926,2300,India,,1,Moderate,88
0.016393443,1861,Burma,IUCN IV,1,Low,97
0,3531,China_fulgens,,1,Moderate,95
,3337,India,,0,Moderate,93
0.208158996,4012,China_fulgens,,1,Low,94
,3881,China_fulgens,,0,Low,100
,5161,China_fulgens,,0,Low,95
0.005976096,1870,China_fulgens,,1,Low,95
,4229,China_fulgens,,0,Moderate,94
,1480,China_fulgens,,0,Low,101
0,2802,Nepal,,1,Moderate,88
,3000,China_fulgens,,0,Moderate,101
0,3632,China_fulgens,,1,Low,101
0,2010,India,,1,Moderate,97
,4622,Nepal,,0,Low,82
,3583,India,,0,Low,94
9.69E-04,3694,China_fulgens,,1,Low,99
,1768,China_fulgens,,0,Low,98
0.001492537,3794,China_fulgens,,1,Low,99
0.006144393,2298,China_fulgens,,1,Low,100
,3097,Nepal,IUCN VI,0,Moderate,86
0,2530,Bhutan,IUCN II,1,Low,91
,4548,China_fulgens,,0,Low,98
0.003575685,3127,China_fulgens,,1,Moderate,100
,4370,Bhutan,IUCN II,0,Low,90
0.018947368,2011,China_fulgens,,1,Moderate,99
,4366,China_fulgens,,0,Low,99
0.00270514,2529,Burma,,1,Moderate,98
0,3870,China_fulgens,,1,Moderate,99
,3308,Nepal,,0,Moderate,85
0,3004,China_fulgens,,1,Moderate,95
,3200,china_styani,,0,Low,103
0,4340,China_fulgens,,1,Low,94
0,3125,India,,1,Low,97
,3256,China_fulgens,,0,Moderate,100
0.008637236,1704,China_fulgens,,1,Low,96
0,2199,Burma,IUCN II,1,Moderate,98
0,3296,china_styani,,1,Moderate,103
0.001194743,4062,China_fulgens,,1,Low,100
0,1472,India,,1,Low,95
0.02807971,2036,Burma,,1,Core,98
,3456,Nepal,IUCN II,0,Moderate,86
,3929,china_styani,,0,Moderate,102
0.006006006,2829,China_fulgens,,1,Low,100
,4413,Nepal,IUCN VI,0,Low,86
0,3074,Nepal,,1,Core,82
,2083,China_fulgens,,0,Low,99
,3960,Nepal,,0,Low,82
0,1975,China_fulgens,,1,Moderate,99
,2091,china_styani,,0,Low,104
,4295,China_fulgens,,0,Low,94
0,3245,Burma,IUCN II,1,Low,98
0,3368,China_fulgens,,1,Moderate,99
0.001112347,1608,India,,1,Low,92
0,2766,China_fulgens,,1,Moderate,99
,910,china_styani,,0,Low,103
0,3700,china_styani,,1,Low,103
0,1508,china_styani,,1,Core,104
0,2497,Burma,,1,Core,98
,4055,China_fulgens,,0,Low,93
0,4209,China_fulgens,,1,Moderate,99
0.066508314,3261,China_fulgens,,1,Low,101
0,2253,china_styani,,1,Low,104
0,2811,Nepal,,1,Moderate,82
9.09E-04,1476,India,,1,Low,96
0.025227043,1936,china_styani,,1,Moderate,103
0.001881468,3008,China_fulgens,,1,Moderate,100
,1802,China_fulgens,,0,Low,100
,3324,China_fulgens,,0,Low,99
,3180,china_styani,,0,Low,102
,2215,Nepal,,0,Low,82
,4084,China_fulgens,,0,Low,97
,3302,China_fulgens,,0,Low,99
0.418207681,3216,china_styani,,1,Low,104
,1641,Nepal,,0,Low,83
0.009972801,2456,china_styani,,1,Moderate,103
,4591,china_styani,,0,Moderate,102
0,2117,china_styani,,1,ModerateCore,103
0.00250941,3325,China_fulgens,,1,Low,101
0,3585,China_fulgens,,1,Core,86
0.005484461,2914,Bhutan,IUCN II,1,Moderate,90
,3537,China_fulgens,,0,Moderate,100
0.00270514,1982,china_styani,,1,Moderate,103
9.26E-04,2308,Burma,IUCN IV,1,Moderate,98
0.032637076,3215,China_fulgens,,1,Low,94
0,1529,Burma,IUCN IV,1,Core,97
,2676,Nepal,,0,Moderate,81
,3654,China_fulgens,,0,Low,100
0,2009,,,1,Low,98
0,3217,China_fulgens,,1,Low,94
,4335,China_fulgens,,0,Low,97
0,2927,India,,1,Low,96
0,3294,China_fulgens,,1,Low,99
,999,china_styani,,0,Low,103
0,3843,China_fulgens,,1,Low,101
0,2839,India,IUCN IV,1,Core,96
0,1731,Burma,,1,Moderate,98
0.046153846,991,India,,1,Moderate,91
,4501,China_fulgens,,0,Low,95
,5042,China_fulgens,,0,Low,94
,1552,India,,0,Low,91
,4273,Nepal,IUCN II,0,Moderate,87
0,2759,India,,1,Moderate,88
0,3424,Burma,IUCN II,1,Moderate,98
9.43E-04,2859,India,,1,Low,89
0.005006258,2523,Nepal,IUCN VI,1,Moderate,84
,3621,China_fulgens,,0,Low,97
,2988,Nepal,IUCN VI,0,Moderate,84
0,2823,Burma,,1,Moderate,98
,4004,India,,0,Low,94
0,2959,Nepal,,1,Moderate,82
,3953,China_fulgens,,0,Low,99
,2861,China_fulgens,,0,Low,101
0,2586,china_styani,,1,Low,102
,3669,Nepal,,0,Moderate,84
0,1734,china_styani,,1,Moderate,103
,3297,Nepal,,0,Core,83
0.015531661,3336,Nepal,,1,Low,83
,2841,China_fulgens,,0,Moderate,101
0,2898,Nepal,,1,Low,82
0.00118624,3207,China_fulgens,,1,Moderate,99
,2735,Burma,,0,Moderate,99
0,2872,China_fulgens,,1,Moderate,99
,3820,China_fulgens,,0,Low,87
0,3967,China_fulgens,,1,Moderate,99
0.065666041,1669,china_styani,,1,Moderate,104
,4424,china_styani,,0,Low,103
,3540,India,,0,Low,95
0.00140647,3295,India,IUCN II,1,Moderate,88
0,3954,China_fulgens,,1,Low,99
,2830,china_styani,,0,Moderate,102
0,4052,China_fulgens,,1,Low,99
,3688,China_fulgens,,0,Core,99
0,3946,China_fulgens,,1,Moderate,100
0,1823,china_styani,,1,Low,104
0,3483,Nepal,IUCN VI,1,Moderate,86
0.08120438,1523,china_styani,,1,Low,104
0,3195,Nepal,IUCN VI,1,Low,84
0,2963,Bhutan,,1,Core,91
0,2925,china_styani,,1,Low,103
0,2127,China_fulgens,,1,Low,95
0.010270775,2594,China_fulgens,,1,Low,100
,2233,Nepal,,0,Low,82
0,3340,China_fulgens,,1,Low,96
0,1673,Burma,IUCN IV,1,Low,98
0.044155844,2655,China_fulgens,,1,Low,100
0,3430,china_styani,,1,Low,102
,3011,China_fulgens,,0,Core,99
0,3416,China_fulgens,,1,Low,101
9.89E-04,3312,India,,1,Low,93
0,3343,China_fulgens,,1,Moderate,100
0,2462,Nepal,,1,Core,87
0,2860,china_styani,,1,Moderate,103
0.00154321,2653,China_fulgens,,1,Low,101
,3283,china_styani,,0,Moderate,102
,4539,China_fulgens,,0,Low,94
,1805,china_styani,,0,Moderate,102
0,2119,china_styani,,1,Low,104
0.006355932,1289,Bhutan,,1,Low,90
0,2540,china_styani,,1,Moderate,103
0.016768293,2253,China_fulgens,,1,Low,100
0,2739,Nepal,,1,Low,82
9.52E-04,3100,Nepal,,1,Moderate,82
0.036848793,1857,Nepal,,1,Moderate,86
0.029038113,1942,Burma,,1,Moderate,98
,4578,China_fulgens,,0,Low,94
,4357,India,,0,Core,94
0,4085,China_fulgens,,1,Low,100
0.003436426,4124,China_fulgens,,1,Low,94
,3302,China_fulgens,,0,Low,101
0,4188,china_styani,,1,Moderate,103
0.008219178,3899,China_fulgens,,1,Moderate,100
0,1870,Burma,IUCN IV,1,Low,98
0,2977,China_fulgens,,1,Low,100
0,3595,china_styani,,1,Low,102
,3643,Nepal,IUCN VI,0,Core,83
0.002754821,1656,India,,1,Low,93
0,3639,China_fulgens,,1,Moderate,94
0.036036036,2707,China_fulgens,,1,Low,100
0,3388,Nepal,,1,Moderate,82
0,1483,Burma,IUCN IV,1,Low,97
0,2822,Bhutan,,1,Moderate,90
0,1956,India,,1,Low,95
0,3689,China_fulgens,,1,Moderate,99
,1503,China_fulgens,,0,Low,95
0,3078,China_fulgens,,1,Low,100
,4239,China_fulgens,,0,Low,99
,2175,Nepal,,0,Core,86
0,1240,Nepal,,1,Low,87
,4454,china_styani,,0,Low,104
,2660,China_fulgens,,0,Low,100
,964,china_styani,,0,Moderate,103
0.010299625,1506,china_styani,,1,Low,103
,3510,China_fulgens,,0,Low,100
0.021834061,4072,China_fulgens,,1,Low,100
0,3214,China_fulgens,,1,Moderate,100
,3409,China_fulgens,,0,Low,99
,3496,India,,0,Low,96
,4564,China_fulgens,,0,Low,94
,4248,China_fulgens,,0,Low,99
9.17E-04,3177,China_fulgens,,1,Moderate,100
0.001897533,2332,Nepal,,1,Core,88
,3033,China_fulgens,,0,Low,94
0,3461,china_styani,,1,Core,102
,3207,Burma,,0,Moderate,99
0,3535,India,,1,Low,96
0,2686,china_styani,,1,Low,103
0,1792,Burma,IUCN IV,1,Low,98
,2325,China_fulgens,,0,Low,100
,3031,Nepal,IUCN VI,0,Low,85
0,2582,Nepal,,1,Moderate,82
,4395,China_fulgens,,0,Low,98
,3503,China_fulgens,,0,Moderate,100
,2963,china_styani,,0,Moderate,103
0,3109,China_fulgens,,1,Moderate,100
0.022972973,2629,China_fulgens,,1,Low,99
0,2326,Nepal,,1,Low,83
0.001538462,4009,China_fulgens,,1,Low,100
0.001838235,2402,china_styani,,1,Moderate,103
0,2907,Burma,,1,Moderate,98
0,899,china_styani,,1,Low,104
0,3075,Bhutan,,1,Low,91
0.001131222,2479,china_styani,,1,Core,102
,1708,Bhutan,,0,Core,91
0,4145,China_fulgens,,1,Low,97
0.003042596,2534,china_styani,,1,Moderate,103
,4213,Nepal,IUCN II,0,Moderate,86
0,2076,china_styani,,1,Low,104
0,3407,China_fulgens,,1,Moderate,99
,4509,China_fulgens,,0,Low,87
,2201,China_fulgens,,0,Low,100
0.063444109,2759,china_styani,,1,Moderate,103
,5165,China_fulgens,,0,Low,96
0.020076482,2807,china_styani,,1,Moderate,103
0.005458515,3750,Nepal,,1,Low,82
0.005532503,2680,Burma,,1,Core,99
0.211365902,2733,China_fulgens,,1,Low,100
,3958,India,,0,Moderate,94
0,3443,Nepal,IUCN II,1,Core,87
,1728,China_fulgens,,0,Low,99
,1978,Nepal,,0,Low,83
,3548,Nepal,,0,Moderate,82
0,1975,India,,1,Low,94
,1974,China_fulgens,,0,Low,99
0.010834236,3718,China_fulgens,,1,Low,94
,5091,China_fulgens,,0,Low,95
,2684,china_styani,,0,Low,103
,3356,China_fulgens,,0,Low,100
0.002707581,2249,Burma,IUCN IV,1,Low,97
0,2884,china_styani,,1,Low,102
,3628,China_fulgens,,0,Low,99
0,3255,Bhutan,IUCN IV,1,Core,91
0,3576,China_fulgens,,1,Low,95
0,2951,India,,1,Low,96
0.011167513,3006,Nepal,,1,Moderate,82
,4970,China_fulgens,,0,Low,94
0.027051398,1020,India,,1,Moderate,91
0.088642659,2408,China_fulgens,,1,Low,100
0.004512635,2196,Burma,IUCN IV,1,Low,97
,4531,China_fulgens,,0,Low,96
,3936,China_fulgens,,0,Low,95
0,3925,Bhutan,IUCN II,1,Low,90
,2424,China_fulgens,,0,Low,100
0.004743833,2384,Bhutan,IUCN IV,1,Moderate,92
0,3306,India,,1,Core,93
0.002949853,2923,China_fulgens,,1,Low,100
0,3223,Bhutan,IUCN VI,1,Moderate,90
0,2590,china_styani,,1,Low,104
9.03E-04,2432,china_styani,,1,Low,104
0.057471264,3082,India,,1,Low,97
0,1657,china_styani,,1,Low,104
0.005420054,3115,Nepal,,1,Core,82
0,3626,china_styani,,1,Low,102
0,3590,Nepal,,1,Low,83
0,2831,china_styani,,1,Low,103
,2859,Nepal,,0,Moderate,82
0,2202,china_styani,,1,Moderate,102
,3239,India,,0,Moderate,95
0,2100,china_styani,,1,Moderate,103
,4350,China_fulgens,,0,Low,95
,3948,China_fulgens,,0,Low,97
0,1722,Burma,IUCN IV,1,Core,98
,3936,China_fulgens,,0,Low,98
0.038873995,2840,Nepal,,1,Moderate,82
0,1716,china_styani,,1,Moderate,104
0,3218,China_fulgens,,1,Moderate,100
,3400,China_fulgens,,0,Moderate,100
0,3628,China_fulgens,,1,Low,99
0,3444,India,,1,Low,96
0,2006,China_fulgens,,1,Low,99
0,2483,India,,1,Moderate,96
0.054200542,1330,china_styani,,1,Moderate,103
0,1985,Burma,,1,Core,98
0,2207,china_styani,,1,Low,104
0,2032,Burma,IUCN II,1,Moderate,98
,1096,china_styani,,0,Moderate,103
0,1918,India,,1,Low,95
0.0025,4324,Bhutan,IUCN II,1,Moderate,90
,4540,China_fulgens,,0,Low,99
0,2008,Nepal,IUCN VI,1,Moderate,84
,3162,China_fulgens,,0,Moderate,101
,2752,China_fulgens,,0,Low,101
0,3707,china_styani,,1,Low,103
0.044642857,1223,Bhutan,IUCN II,1,Moderate,91
,3181,Nepal,,0,Moderate,83
,4186,china_styani,,0,Moderate,102
0,2474,Nepal,,1,Low,83
,4172,china_styani,,0,Moderate,103
0,2902,India,,1,Low,96
0.001808318,1984,china_styani,,1,Moderate,103
,4288,China_fulgens,,0,Low,95
0.283783784,2367,China_fulgens,,1,Low,99
0,2473,India,,1,Low,96
0.00270514,2084,china_styani,,1,Moderate,104
0,2709,china_styani,,1,Moderate,102
,3628,China_fulgens,,0,Low,99
0,3991,China_fulgens,,1,Low,99
,2310,Nepal,,0,Low,83
0,3408,China_fulgens,,1,Moderate,95
0,2571,China_fulgens,,1,Core,100
,2310,India,,0,Low,96
0.022244692,1257,China_fulgens,,1,Moderate,98
,2742,Bhutan,,0,Moderate,91
,1752,Nepal,,0,Low,83
,1764,Nepal,,0,Moderate,84
0,2765,Burma,,1,Core,98
0.015643803,1602,China_fulgens,,1,Low,95
0,4063,China_fulgens,,1,Moderate,99
,4363,China_fulgens,,0,Low,95
0,2390,China_fulgens,,1,Low,99
0,2411,Bhutan,,1,Moderate,90
0.131868132,3013,China_fulgens,,1,Low,99
,2007,china_styani,,0,Moderate,103
,3492,China_fulgens,,0,Low,96
0,2068,china_styani,,1,Core,104
0.00102459,3507,China_fulgens,,1,Low,95
,3650,China_fulgens,,0,Low,99
,3104,China_fulgens,,0,Low,101
,2483,China_fulgens,,0,Moderate,99
,4723,China_fulgens,,0,Low,99
0.041184041,1956,,,1,Low,98
,2867,Nepal,,0,Low,82
0.005076142,3572,China_fulgens,,1,Low,99
0.044520548,3173,China_fulgens,,1,Low,101
,2610,China_fulgens,,0,Low,101
0,2992,China_fulgens,,1,Low,96
0.002083333,3175,Bhutan,,1,Moderate,91
0.001803427,2103,china_styani,,1,Core,103
0,1861,Bhutan,IUCN II,1,Low,90
0.001776199,1203,Nepal,,1,Moderate,86
0.008137432,1878,china_styani,,1,Core,103
0,2176,china_styani,,1,Moderate,103
0,2277,Bhutan,IUCN II,1,Moderate,90
,4327,China_fulgens,,0,Low,96
,3068,China_fulgens,,0,Low,91
0.015345269,2005,China_fulgens,,1,Low,99
,3801,China_fulgens,,0,Low,100
0,2909,China_fulgens,,1,Low,96
0,3576,Nepal,,1,Moderate,82
0.006024096,967,India,,1,Low,96
,2164,Nepal,,0,Moderate,82
,4251,China_fulgens,,0,Moderate,98
0,1820,china_styani,,1,Moderate,103
,3843,Nepal,,0,Low,83
0,3569,China_fulgens,,1,Moderate,98
,2783,China_fulgens,,0,Low,100
,3185,Nepal,IUCN II,0,Low,83
0.008528785,3739,Bhutan,,1,Low,90
,2182,Nepal,,0,Low,83
0.009876543,3532,china_styani,,1,Moderate,104
,3819,China_fulgens,,0,Core,85
0,2533,China_fulgens,,1,Moderate,99
,4485,China_fulgens,,0,Low,96
,3251,China_fulgens,,0,Low,99
0.011037528,3516,China_fulgens,,1,Moderate,100
0.043046358,1240,china_styani,,1,Low,103
,1143,Nepal,IUCN VI,0,Moderate,86
0.010348071,2704,Burma,,1,Moderate,99
,3268,China_fulgens,,0,LowModerate,98
0,1690,Burma,,1,Moderate,98
0.00862069,2855,Nepal,,1,Low,83
0.001953125,2829,Burma,IUCN IV,1,Low,97
0,2778,China_fulgens,,1,Low,100
,4575,Bhutan,IUCN II,0,Low,90
,3801,China_fulgens,,0,Low,99
9.03E-04,1956,Burma,,1,Core,97
,3396,India,,0,Low,95
0.001175088,2962,China_fulgens,,1,Low,97
0.008356546,3910,China_fulgens,,1,Moderate,99
,2774,Nepal,IUCN VI,0,Moderate,84
0,3124,India,,1,Low,96
0.00204918,3529,china_styani,,1,Low,104
0,2254,India,,1,Low,95
0.002257336,2801,China_fulgens,,1,Low,100
9.05E-04,2258,china_styani,,1,Moderate,103
0,2341,china_styani,,1,Moderate,103
0,2551,china_styani,,1,Core,103
,4401,China_fulgens,,0,Low,99
0,3009,India,,1,Low,94
,3066,China_fulgens,,0,Low,99
,3102,China_fulgens,,0,Low,93
9.06E-04,2713,China_fulgens,,1,Moderate,98
0.004840271,3723,china_styani,,1,Low,102
,5001,China_fulgens,,0,Low,94
,2337,China_fulgens,,0,Low,95
0,1664,Nepal,IUCN VI,1,Moderate,87
0,1629,Burma,IUCN IV,1,Moderate,97
0,2867,Bhutan,IUCN IV,1,Moderate,91
0,3530,China_fulgens,,1,Core,87
,3787,China_fulgens,,0,Low,99
,2176,China_fulgens,,0,Low,99
,4123,Bhutan,IUCN II,0,Moderate,91
,3190,china_styani,,0,Moderate,102
,4135,India,IUCN II,0,Moderate,88
,2472,China_fulgens,,0,Low,99
0.00907441,3036,China_fulgens,,1,Moderate,99
0.086956522,3406,China_fulgens,,1,Moderate,92
,1025,Nepal,,0,Low,84
,2782,china_styani,,0,Moderate,102
0.003925417,2998,Bhutan,,1,Moderate,91
0.019493177,2936,China_fulgens,,1,Low,100
0,2869,Nepal,,1,Low,82
9.78E-04,3591,Bhutan,,1,Moderate,91
0,2496,China_fulgens,,1,Low,95
0,2387,Nepal,IUCN VI,1,Moderate,84
0,1610,Burma,IUCN IV,1,Moderate,97
0.003420753,1411,china_styani,,1,Moderate,103
,2651,Burma,IUCN II,0,Moderate,98
,3664,Nepal,IUCN VI,0,Moderate,84
,4750,China_fulgens,,0,Moderate,98
0,2839,China_fulgens,,1,Low,99
0,2420,India,,1,Low,93
0.002803738,3693,Bhutan,IUCN II,1,Moderate,90
0,3736,China_fulgens,,1,Low,96
,2185,China_fulgens,,0,Moderate,100
0.013050571,3409,China_fulgens,,1,Low,100
0,2369,Nepal,,1,Core,85
0.078449053,858,Burma,,1,Moderate,98
,3500,Burma,IUCN II,0,Low,98
,2128,China_fulgens,,0,Low,100
0,2715,India,,1,Low,97
,1176,Nepal,,0,LowModerate,85
0.016393443,3118,China_fulgens,,1,Low,95
,4283,China_fulgens,,0,Low,98
0,1829,Burma,,1,Core,98
0,3357,Bhutan,IUCN II,1,Moderate,91
9.52E-04,3362,Nepal,,1,Low,82
0,3102,China_fulgens,,1,Moderate,95
0.001010101,3958,China_fulgens,,1,Low,96
,3657,Nepal,,0,Low,83
0,1970,Burma,,1,Moderate,98
0,3329,China_fulgens,,1,Low,100
0,2658,Bhutan,IUCN II,1,Core,91
0,3475,China_fulgens,,1,Low,99
0,3179,India,,1,Low,96
0,2403,china_styani,,1,Moderate,102
0,2847,India,,1,Moderate,92
0,2550,china_styani,,1,Moderate,102
,3107,Nepal,,0,Moderate,83
0,3155,China_fulgens,,1,Low,95
0,2339,china_styani,,1,Core,103
0.001356852,3923,China_fulgens,,1,Low,100
,1776,Nepal,,0,Moderate,88
0,2139,Nepal,IUCN VI,1,Moderate,84
,3679,China_fulgens,,0,Low,96
,4948,China_fulgens,,0,Low,93
0,1040,Burma,IUCN IV,1,Low,97
0.017262639,2483,Burma,,1,Core,98
,4798,China_fulgens,,0,Low,96
0,1737,India,,1,Moderate,89
,4862,China_fulgens,,0,Low,94
9.82E-04,1942,China_fulgens,,1,Low,95
0,2324,China_fulgens,,1,Low,95
,1362,China_fulgens,,0,Low,99
0.004512635,2518,Burma,IUCN IV,1,Core,97
,2026,China_fulgens,,0,Low,100
,3448,China_fulgens,,0,Low,99
0,2108,India,,1,Low,94
0,1222,china_styani,,1,Low,104
,3809,Nepal,IUCN II,0,Core,86
9.85E-04,2897,Bhutan,,1,Low,90
0,4009,China_fulgens,,1,Core,95
,3207,Bhutan,IUCN II,0,Low,90
0.007213706,2086,china_styani,,1,LowCore,103
0,2498,India,,1,Low,95
,3696,China_fulgens,,0,Low,99
0.005025126,1873,Nepal,,1,Moderate,87
,3611,China_fulgens,,0,Core,99
0.008858268,3282,China_fulgens,,1,Low,95
0,3915,china_styani,,1,Low,102
0.003610108,3757,China_fulgens,,1,Moderate,100
0.001089325,3325,china_styani,,1,Core,103
,4108,China_fulgens,,0,Low,91
0,2228,china_styani,,1,Low,102
0,3220,China_fulgens,,1,Low,100
,2562,Nepal,,0,Moderate,83
9.57E-04,2398,India,,1,Low,94
0.001210654,3884,China_fulgens,,1,Low,98
,3491,China_fulgens,,0,Core,85
,2809,Nepal,,0,Moderate,82
0,2798,Nepal,,1,Core,87
,3742,China_fulgens,,0,Low,100
0,2836,India,,1,Low,96
0.008536585,3820,China_fulgens,,1,Moderate,100
0.095734597,1348,India,,1,Low,91
0.00372093,1530,Bhutan,,1,Low,90
0,1756,India,,1,Moderate,93
0.037037037,2825,china_styani,,1,Low,103
0.036598493,1690,china_styani,,1,Moderate,103
0,3805,China_fulgens,,1,Low,98
0,3896,China_fulgens,,1,Moderate,98
0.012106538,2907,Nepal,,1,Core,82
0,3950,China_fulgens,,1,Low,94
0,2586,China_fulgens,,1,Low,98
0,1542,Burma,IUCN II,1,Low,98
0.077617329,2145,Burma,,1,Core,98
0,2549,China_fulgens,,1,Low,101
,3287,China_fulgens,,0,Moderate,100
,3304,China_fulgens,,0,Low,99
9.02E-04,1588,china_styani,,1,Moderate,103
,4501,China_fulgens,,0,Moderate,94
0,3580,China_fulgens,,1,Low,94
,3251,India,,0,Low,94
0,3208,Nepal,,1,Low,83
0.004956629,2026,china_styani,,1,Low,104
0.166829268,2124,Burma,,1,Low,98
,3254,China_fulgens,,0,Low,97
,4688,China_fulgens,,0,Moderate,98
,2843,India,,0,Low,95
0,2491,Nepal,,1,Low,84
,2696,China_fulgens,,0,Moderate,99
,3848,China_fulgens,,0,Low,99
0,1523,India,,1,Low,91
0.028730306,2896,China_fulgens,,1,Low,100
,4252,China_fulgens,,0,Low,96
0,3345,India,,1,Core,97
0,2643,Nepal,IUCN VI,1,Low,84
0,2374,India,,1,Low,95
0,2028,Nepal,,1,Moderate,85
,3966,China_fulgens,,0,Low,100
,3758,China_fulgens,,0,Low,97
0.020565553,1083,china_styani,,1,Low,103
,4039,China_fulgens,,0,Low,97
0.015355086,3000,Bhutan,,1,Low,89
,3383,India,,0,Core,97
0,2846,china_styani,,1,Moderate,103
0.006430868,3135,India,,1,Moderate,93
,983,India,,0,Moderate,92
,3643,China_fulgens,,0,Moderate,100
0.002232143,2485,Burma,,1,Moderate,99
,4143,China_fulgens,,0,Low,100
,2704,Burma,IUCN II,0,Moderate,99
,3442,China_fulgens,,0,Moderate,94
0.008294931,3920,China_fulgens,,1,Low,99
0,2047,Burma,IUCN IV,1,Low,97
0,2406,India,,1,Low,97
0,3578,China_fulgens,,1,Low,101
0,4086,China_fulgens,,1,Low,94
0,4167,China_fulgens,,1,Low,101
0,2420,India,,1,Low,96
0.064480874,2925,China_fulgens,,1,Low,100
0,3482,Nepal,IUCN VI,1,Moderate,82
,4405,China_fulgens,,0,Low,98
0.001964637,2824,India,,1,Low,97
,2939,China_fulgens,,0,Moderate,99
0,2964,Nepal,IUCN VI,1,Core,83
,3217,China_fulgens,,0,Low,96
0.001982161,2794,Bhutan,,1,Low,90
0,3209,china_styani,,1,Low,103
0,2001,china_styani,,1,Low,104
0,4087,China_fulgens,,1,Moderate,100
0.010510511,4124,Bhutan,IUCN II,1,Moderate,90
0,1792,India,,1,Low,95
0,3147,China_fulgens,,1,Low,100
0.023076923,3124,China_fulgens,,1,Low,99
0,2934,Burma,IUCN IV,1,Core,97
,3296,China_fulgens,,0,Low,94
0.008350731,937,Burma,,1,ModerateCore,98
,1777,Nepal,,0,Moderate,81
0.05313093,1287,India,,1,Low,92
0.008032129,1374,Burma,,1,Moderate,99
,3304,China_fulgens,,0,Low,97
0,3408,Bhutan,,1,Low,90
,3016,Bhutan,,0,Moderate,90
,2598,China_fulgens,,0,Low,101
,2521,China_fulgens,,0,Low,100
0.434625789,1887,china_styani,,1,Moderate,102
0,1207,Nepal,IUCN VI,1,Moderate,84
0,2802,China_fulgens,,1,Low,99
,3486,China_fulgens,,0,Low,94
0,3850,China_fulgens,,1,Moderate,99
0.03307888,3670,China_fulgens,,1,Low,100
0.014427412,1591,china_styani,,1,Low,104
0,2575,china_styani,,1,Low,102
0.340782123,3957,Nepal,IUCN II,1,Moderate,87
,1909,China_fulgens,,0,Low,97
,4667,China_fulgens,,0,Low,95
,5062,China_fulgens,,0,Low,95
0,3009,India,,1,Low,96
,2520,China_fulgens,,0,Low,100
0.002780352,1926,china_styani,,1,Low,104
,4571,China_fulgens,,0,Low,95
0,2426,China_fulgens,,1,Low,101
,3865,China_fulgens,,0,Low,96
,1903,India,,0,Core,88
0.007017544,3151,china_styani,,1,Moderate,103
0,2248,Bhutan,,1,Low,90
,2548,Nepal,,0,Moderate,87
,1826,Bhutan,,0,Moderate,89
,4462,China_fulgens,,0,Low,95
,4331,China_fulgens,,0,Low,97
,5454,China_fulgens,,0,Low,97
,4335,China_fulgens,,0,Low,87
0,2707,India,,1,Core,94
0,3106,Burma,,1,Moderate,98
0.016049383,1801,Burma,,1,Moderate,99
0,2416,India,,1,Low,95
0.014652015,907,Burma,,1,Core,98
0,2776,India,,1,Low,93
0,2196,India,IUCN IV,1,Core,88
0.021052632,2382,China_fulgens,,1,Low,99
,3681,India,,0,Core,94
0,3158,China_fulgens,,1,Low,99
,2443,Nepal,IUCN VI,0,Moderate,86
0,2285,Burma,IUCN IV,1,Moderate,98
0,3206,Nepal,,1,Core,86
,4530,China_fulgens,,0,Low,97
0.103713188,1366,India,,1,Moderate,91
,2070,Nepal,IUCN VI,0,Moderate,82
,3056,Bhutan,IUCN VI,0,Low,90
,4338,China_fulgens,,0,Low,94
0,3220,China_fulgens,,1,Low,99
0,3109,China_fulgens,,1,Low,99
0.001803427,983,Burma,,1,Core,98
0.001101322,2720,China_fulgens,,1,Moderate,99
0.002155172,3432,Bhutan,,1,Moderate,91
0.003215434,3289,Bhutan,,1,Low,90
0,3548,China_fulgens,,1,Moderate,99
,3599,Bhutan,IUCN VI,0,Moderate,91
,4980,China_fulgens,,0,Moderate,86
0.03264095,1929,Burma,,1,Moderate,99
,3153,China_fulgens,,0,Moderate,99
0,2767,Burma,,1,Moderate,98
0.00310559,1960,China_fulgens,,1,Low,98
,5640,China_fulgens,,0,Low,94
0,2128,Nepal,,1,Moderate,84
0,1958,Burma,,1,Moderate,98
0,2506,Nepal,,1,Core,86
0.010582011,2565,Nepal,,1,Low,83
,3713,Burma,IUCN II,0,Low,98
0,1661,china_styani,,1,Low,104
0,2914,Nepal,,1,Core,87
0.021276596,3315,India,,1,Moderate,88
0.10206422,3040,Bhutan,,1,Low,90
,3877,China_fulgens,,0,Low,96
,978,China_fulgens,,0,Low,99
,4141,China_fulgens,,0,Moderate,98
0.012658228,2340,china_styani,,1,Core,103
,3246,Burma,IUCN II,0,Low,98
0,2418,India,,1,Core,93
0.118181818,785,India,,1,Moderate,91
,3148,China_fulgens,,0,Low,97
0,3025,India,,1,Core,93
,3336,China_fulgens,,0,Low,99
0,1029,Burma,IUCN IV,1,Low,98
