loss_mean,elevation,Country,IUCN RATING,over_20_pc_canopy_cover,Habitat_class,longitude
,4364,Nepal,IUCN VI,0,Moderate,86
0,1937,china_styani,,1,Low,102
0,3563,India,,1,Moderate,92
,3232,China_fulgens,,0,Low,101
,2673,Nepal,IUCN VI,0,Moderate,86
,1987,Nepal,IUCN VI,0,LowModerate,86
0.007425743,2299,China_fulgens,,1,Moderate,98
0.001011122,4069,China_fulgens,,1,Low,99
,4074,china_styani,,0,Low,104
0.021937843,1793,China_fulgens,,1,Low,98
,3136,India,,0,Moderate,95
0.006311993,2054,china_styani,,1,Core,103
,1744,India,,0,Low,92
0,2272,china_styani,,1,Moderate,103
0,2905,India,,1,Low,94
0,2378,India,,1,Moderate,93
0.114503817,2278,China_fulgens,,1,Low,95
,1993,Nepal,IUCN VI,0,Core,86
0.028268551,2958,china_styani,,1,Moderate,103
0,1880,china_styani,,1,Low,104
0,2750,china_styani,,1,Moderate,103
,4237,Nepal,IUCN II,0,Core,86
,3323,Nepal,IUCN II,0,Low,83
,2745,China_fulgens,,0,Moderate,100
,3212,China_fulgens,,0,Moderate,99
0,3241,China_fulgens,,1,Moderate,98
,2489,China_fulgens,,0,Moderate,99
,2058,China_fulgens,,0,Low,100
0.012939002,1661,,,1,Low,99
,3033,China_fulgens,,0,Low,94
0,3597,China_fulgens,,1,Low,99
,1728,,,0,Low,99
,2864,China_fulgens,,0,Low,100
,4770,China_fulgens,,0,Low,94
,2251,china_styani,,0,Moderate,103
0,2757,China_fulgens,,1,Low,101
,2725,china_styani,,0,Low,103
0.002890173,2500,china_styani,,1,Low,102
,1959,china_styani,,0,Low,103
,1786,Nepal,,0,Moderate,87
0,3130,China_fulgens,,1,Moderate,100
0.001803427,2270,china_styani,,1,Core,103
0.006345178,4128,India,,1,Low,93
0.015151515,2789,China_fulgens,,1,Low,100
0,4085,China_fulgens,,1,Low,100
0,3311,India,,1,Moderate,92
0.012589928,3695,China_fulgens,,1,Low,100
,4134,China_fulgens,,0,Low,94
,3712,China_fulgens,,0,Moderate,95
,2326,China_fulgens,,0,Moderate,99
,3817,Nepal,IUCN VI,0,Low,84
0.077272727,1745,china_styani,,1,Moderate,103
0,3393,China_fulgens,,1,Low,96
0,1837,Burma,IUCN IV,1,Low,97
0.013435701,2508,china_styani,,1,Core,103
,1835,china_styani,,0,Moderate,102
0.002590674,3372,India,IUCN II,1,Core,88
0,2593,china_styani,,1,Core,103
,4092,India,,0,Low,95
,3061,China_fulgens,,0,Low,94
0,3868,China_fulgens,,1,Low,100
0,2916,China_fulgens,,1,Low,101
0.051587302,3603,Bhutan,,1,Moderate,90
,2012,China_fulgens,,0,Low,99
0.001877934,2503,Nepal,,1,Low,82
0,2635,Burma,,1,Moderate,98
0.522114347,1623,china_styani,,1,Moderate,103
0,3347,china_styani,,1,Moderate,102
0,2184,China_fulgens,,1,Low,98
0.001879699,3014,China_fulgens,,1,Moderate,100
0.001689189,2951,Nepal,,1,Moderate,85
,2874,Nepal,IUCN VI,0,Low,83
,4695,China_fulgens,,0,Low,97
0,3010,India,,1,Low,94
,1866,Nepal,,0,Low,83
,3297,India,IUCN II,0,Moderate,88
0.002375297,3795,China_fulgens,,1,Low,97
0.141025641,3712,China_fulgens,,1,Low,100
,1476,India,,0,Moderate,91
0.027380952,3314,China_fulgens,,1,Low,94
,3560,China_fulgens,,0,Moderate,99
9.02E-04,1724,china_styani,,1,Low,104
0,2994,Bhutan,,1,Core,89
,3961,china_styani,,0,Low,102
,4123,China_fulgens,,0,Low,99
0.001164144,3545,China_fulgens,,1,Low,99
,1646,China_fulgens,,0,Low,98
,4494,China_fulgens,,0,Low,97
0,2251,china_styani,,1,Core,103
,1323,Nepal,,0,Low,85
0.00185701,2307,Burma,,1,Moderate,99
0.201277955,2762,China_fulgens,,1,Low,95
0.33,798,India,,1,Moderate,91
,4194,India,,0,Low,96
0,4003,China_fulgens,,1,Moderate,100
,2491,China_fulgens,,0,Low,95
0.019873532,1863,china_styani,,1,Core,103
,3568,China_fulgens,,0,Moderate,95
,3083,India,,0,Low,95
0,1706,china_styani,,1,Moderate,103
0.004415011,2803,china_styani,,1,Moderate,103
0.083217753,2722,china_styani,,1,Moderate,102
0.002724796,1550,china_styani,,1,Low,103
0,3080,Bhutan,,1,Core,91
0,1575,Burma,IUCN IV,1,Low,97
,2461,china_styani,,0,Moderate,102
0.011019284,3593,china_styani,,1,Moderate,103
,3749,China_fulgens,,0,Low,91
0,2574,India,,1,Low,96
,2311,china_styani,,0,Moderate,102
0.003250271,2958,Nepal,,1,Moderate,81
0.010669253,441,Burma,,1,Core,98
,2916,India,,0,Low,96
,3529,China_fulgens,,0,Low,100
,4261,China_fulgens,,0,Low,94
0.001315789,2876,India,,1,Low,89
,2503,China_fulgens,,0,Low,98
,4176,China_fulgens,,0,Moderate,100
0,3401,India,,1,Core,97
,2338,China_fulgens,,0,Low,99
0,1039,India,,1,Low,94
0,3520,Bhutan,IUCN II,1,Moderate,91
0,2926,china_styani,,1,Moderate,102
,1343,India,,0,Moderate,92
9.12E-04,3108,china_styani,,1,Core,103
0.014373717,3866,Nepal,,1,Moderate,87
0.019743337,1497,India,,1,Moderate,89
0,3664,Bhutan,IUCN_Ia,1,Moderate,89
,3935,China_fulgens,,0,Moderate,98
0.001531394,2572,Nepal,,1,Moderate,82
0.055452865,3237,Bhutan,IUCN VI,1,Moderate,90
,2032,china_styani,,0,Moderate,102
0.07591623,2689,China_fulgens,,1,Low,100
0,2775,India,,1,Low,93
0,4020,Bhutan,IUCN II,1,Moderate,90
0.00125,3917,China_fulgens,,1,Low,99
,1880,Bhutan,,0,Low,91
0.053333333,2979,China_fulgens,,1,Low,99
0.002853067,4316,Bhutan,IUCN II,1,Moderate,90
0.001132503,3403,India,,1,Moderate,96
,4096,China_fulgens,,0,Low,97
0,2958,Burma,,1,Moderate,99
0.243055556,3357,China_fulgens,,1,Low,100
,5002,China_fulgens,,0,Low,98
0,3385,China_fulgens,,1,Moderate,100
,4129,Bhutan,IUCN II,0,Moderate,90
0,2030,Burma,IUCN IV,1,Low,97
0.002120891,2477,china_styani,,1,Moderate,102
0,2838,Nepal,IUCN II,1,Core,85
0.005797101,3207,china_styani,,1,Moderate,102
0,2557,china_styani,,1,Low,102
0.012646793,1595,china_styani,,1,Low,103
,5037,China_fulgens,,0,Low,95
,2738,China_fulgens,,0,Low,100
0,3044,Nepal,,1,Moderate,88
,2280,Nepal,,0,Moderate,82
0,3480,China_fulgens,,1,Moderate,100
0,727,Burma,IUCN IV,1,Low,96
0,2831,India,,1,Core,93
,1375,china_styani,,0,Moderate,103
0,2212,Burma,,1,Moderate,98
0.048007246,1774,china_styani,,1,Moderate,103
,4120,china_styani,,0,Moderate,103
0,2058,Burma,,1,Core,98
0.121272366,3616,China_fulgens,,1,Low,100
,3197,China_fulgens,,0,Low,99
0.001968504,1934,India,,1,Low,96
0,1893,Nepal,,1,Moderate,85
,3208,China_fulgens,,0,Low,101
0,2591,India,,1,Moderate,97
0,1991,India,,1,Moderate,93
,3426,Nepal,,0,Core,85
,3400,Nepal,,0,Low,82
0,3970,China_fulgens,,1,Low,95
,4167,Burma,IUCN II,0,Moderate,98
0.037906137,1458,china_styani,,1,Low,103
,4434,China_fulgens,,0,Low,100
9.11E-04,2478,china_styani,,1,Core,103
0,4029,China_fulgens,,1,Low,94
0.002988048,3290,Nepal,,1,Moderate,82
0,2361,Nepal,,1,Moderate,81
,3864,China_fulgens,,0,Moderate,98
0.001015228,4179,China_fulgens,,1,Moderate,100
,3572,China_fulgens,,0,Moderate,98
0,2002,Burma,IUCN IV,1,Low,97
0.091974752,1087,Burma,,1,Core,98
0,2127,India,,1,Core,93
,2269,china_styani,,0,Moderate,103
,4384,China_fulgens,,0,Low,100
,3839,China_fulgens,,0,Low,87
0,3453,China_fulgens,,1,LowModerate,99
,2938,china_styani,,0,Moderate,102
,3312,china_styani,,0,Moderate,102
,3076,China_fulgens,,0,Low,100
0.017821782,2800,China_fulgens,,1,Low,101
,2771,Nepal,,0,Moderate,82
,2845,Bhutan,,0,Low,89
0.009259259,2601,Nepal,,1,Low,83
0.00308642,3397,China_fulgens,,1,Low,98
0.015538291,3217,China_fulgens,,1,Moderate,100
,3513,China_fulgens,,0,Low,95
0.028880866,1330,china_styani,,1,Low,103
0,2014,Bhutan,IUCN II,1,Moderate,90
,3635,Nepal,IUCN VI,0,Moderate,84
0.003921569,4363,China_fulgens,,1,Low,94
,4062,China_fulgens,,0,Low,93
,3550,Bhutan,IUCN IV,0,Moderate,92
0,2562,Nepal,,1,Moderate,81
,4712,China_fulgens,,0,Low,97
0,2081,China_fulgens,,1,Moderate,98
0.008595989,3370,Nepal,IUCN VI,1,Core,82
,3297,china_styani,,0,Low,103
0,2790,India,,1,Moderate,92
0.139116203,3187,Nepal,,1,Low,83
9.56E-04,2504,Bhutan,IUCN II,1,Moderate,90
0,3173,china_styani,,1,Core,103
,4120,Burma,IUCN II,0,Low,98
0.010968921,2254,China_fulgens,,1,Moderate,100
0.016686532,3545,Nepal,,1,Moderate,82
,2079,Nepal,,0,Core,85
0.013623978,2076,china_styani,,1,Low,104
0.002631579,3907,China_fulgens,,1,Moderate,100
,3303,China_fulgens,,0,Low,97
,5324,China_fulgens,,0,Low,94
0,2746,India,,1,Low,95
,3682,China_fulgens,,0,Low,97
,3505,China_fulgens,,0,Low,99
9.43E-04,2297,china_styani,,1,Low,103
0,3420,china_styani,,1,Moderate,103
0.012476008,2372,china_styani,,1,Low,105
0.234714004,3276,China_fulgens,,1,Moderate,100
0,3540,China_fulgens,,1,Moderate,100
,3744,Burma,IUCN II,0,Low,98
,3148,China_fulgens,,0,Low,101
0,3943,China_fulgens,,1,Low,97
0,2534,china_styani,,1,Core,102
0,2619,India,,1,Low,94
,3262,China_fulgens,,0,Moderate,99
,2695,China_fulgens,,0,Low,100
0,3333,China_fulgens,,1,Low,100
0,1621,Nepal,,1,Low,84
0.017132552,1069,Burma,,1,Core,98
,2244,Nepal,IUCN VI,0,Core,87
,3757,Nepal,,0,Moderate,82
0,3393,china_styani,,1,Moderate,102
0,2595,china_styani,,1,Low,102
0.022222222,3901,China_fulgens,,1,Low,99
,3581,Nepal,,0,Moderate,85
0.011560694,1019,India,,1,Moderate,91
0.042843233,2240,china_styani,,1,Low,104
0.02122905,2284,Bhutan,,1,Low,90
,3437,Nepal,IUCN VI,0,Core,87
0.001803427,1784,china_styani,,1,Moderate,103
,4522,China_fulgens,,0,Low,99
0,3030,China_fulgens,,1,Low,101
,3296,China_fulgens,,0,Low,100
0,2045,china_styani,,1,Low,104
,4617,China_fulgens,,0,Low,94
0.012658228,2291,China_fulgens,,1,Low,100
,5126,China_fulgens,,0,Low,94
0.331150608,2709,Bhutan,IUCN II,1,Low,90
,4212,China_fulgens,,0,Low,94
,3921,China_fulgens,,0,Moderate,95
,3899,China_fulgens,,0,Moderate,99
,2799,China_fulgens,,0,Low,99
0,3695,China_fulgens,,1,Low,97
,1570,India,,0,Low,91
0,3429,China_fulgens,,1,Low,100
0,1809,Burma,,1,Core,98
,4317,china_styani,,0,Moderate,103
0.009149131,2213,china_styani,,1,Moderate,103
0,2650,Burma,,1,Core,98
0,3384,China_fulgens,,1,Low,95
,4027,china_styani,,0,Core,103
0,2850,Burma,,1,Moderate,98
,1901,Nepal,,0,Moderate,85
,4074,China_fulgens,,0,Core,86
0,1622,Burma,,1,Core,98
,2433,Nepal,,0,Moderate,83
,4307,China_fulgens,,0,Low,96
0,3132,China_fulgens,,1,Low,101
0,2607,china_styani,,1,Moderate,102
,3475,China_fulgens,,0,Low,94
,3392,China_fulgens,,0,Moderate,100
9.16E-04,2571,China_fulgens,,1,Low,96
,1664,Nepal,,0,Moderate,86
,2118,Nepal,,0,Low,83
0.010192525,2626,Bhutan,,1,Low,90
,2699,China_fulgens,,0,Low,100
0,2225,India,,1,Low,96
0.083232811,3455,China_fulgens,,1,Low,96
,3439,China_fulgens,,0,Moderate,99
0.03887689,2688,China_fulgens,,1,Low,100
0,2702,India,,1,Low,94
0,3761,India,,1,Moderate,88
0.009174312,2160,China_fulgens,,1,Low,100
0,2719,Bhutan,IUCN II,1,ModerateCore,91
0.091891892,1598,India,,1,Moderate,91
,3512,China_fulgens,,0,Low,91
0,2730,Burma,,1,Core,98
9.02E-04,2204,Burma,IUCN II,1,Moderate,98
,3611,China_fulgens,,0,Moderate,100
,1786,Nepal,,0,Moderate,86
0,1106,china_styani,,1,Low,104
0,1962,china_styani,,1,Low,104
0.005722461,1979,Nepal,IUCN VI,1,Core,86
0,3466,China_fulgens,,1,Low,100
0.020486556,1957,china_styani,,1,Low,103
0,2594,china_styani,,1,Low,104
,3402,India,IUCN IV,0,Core,96
0.017291066,2621,Nepal,,1,Moderate,87
0,3009,India,,1,Low,96
0,2278,India,,1,Core,94
0.001515152,3181,China_fulgens,,1,Low,99
0.01599016,2799,China_fulgens,,1,Low,99
,4130,China_fulgens,,0,Low,99
0,2346,china_styani,,1,Low,104
0,3891,India,IUCN II,1,Core,88
0,2428,Burma,IUCN IV,1,Moderate,98
,3708,Burma,IUCN II,0,Moderate,98
0,2638,China_fulgens,,1,Moderate,99
0,3581,China_fulgens,,1,Low,100
,4347,India,,0,Moderate,94
0,3493,India,,1,Low,93
0,3241,India,,1,Low,94
0,2514,India,,1,Low,94
,2942,China_fulgens,,0,Low,94
0,3511,China_fulgens,,1,Low,98
9.02E-04,994,china_styani,,1,Low,104
0,2358,China_fulgens,,1,Moderate,98
,4541,China_fulgens,,0,Moderate,99
,3217,India,,0,Low,93
,4092,Nepal,,0,Moderate,82
0,1969,china_styani,,1,Low,105
0.018472906,3363,china_styani,,1,Moderate,103
,3825,China_fulgens,,0,Low,94
,4846,China_fulgens,,0,Low,94
,3710,china_styani,,0,Moderate,102
0.003067485,2855,India,,1,Low,92
0,2034,China_fulgens,,1,Moderate,98
0.014585232,1995,Burma,IUCN IV,1,Low,97
,1707,Nepal,,0,Moderate,87
,2225,China_fulgens,,0,Moderate,100
0.017681729,3541,china_styani,,1,Low,102
,3401,Bhutan,IUCN II,0,Moderate,90
0,2927,China_fulgens,,1,Low,100
0,2547,china_styani,,1,Low,103
9.02E-04,1788,china_styani,,1,Moderate,103
0.010288066,2823,China_fulgens,,1,Moderate,99
,1535,Nepal,,0,Moderate,82
0.001757469,3296,Nepal,IUCN VI,1,Core,87
0.004926108,3385,Nepal,IUCN VI,1,Core,86
0,972,Burma,IUCN IV,1,Low,97
0,2778,India,,1,Low,94
,2012,Nepal,,0,Core,86
0.014527845,2809,China_fulgens,,1,Low,99
0.002386635,2731,Nepal,,1,Moderate,83
0,3006,Nepal,IUCN VI,1,Moderate,83
,4129,China_fulgens,,0,Low,95
0.003253796,3252,Nepal,,1,Low,83
0,2260,China_fulgens,,1,Moderate,100
,4134,China_fulgens,,0,Low,95
0,2922,India,,1,Low,94
0,2589,India,,1,Moderate,89
0,2370,India,,1,Low,96
,4835,Nepal,IUCN VI,0,Core,83
,1727,Nepal,,0,Low,84
,3064,Nepal,,0,Low,82
0.00589391,2929,Burma,IUCN II,1,Moderate,98
0,2760,Burma,IUCN IV,1,Low,97
,2944,china_styani,,0,Low,103
0,3649,China_fulgens,,1,Moderate,100
0.001809955,2128,Burma,IUCN IV,1,Low,97
,3592,China_fulgens,,0,Moderate,99
0,3868,China_fulgens,,1,Low,95
,2358,china_styani,,0,Low,103
,4806,China_fulgens,,0,Low,97
0,3424,China_fulgens,,1,Low,98
,4936,China_fulgens,,0,Core,85
,3184,China_fulgens,,0,Low,97
0,4235,China_fulgens,,1,Low,100
0.002754821,2682,India,,1,Low,93
0,2428,china_styani,,1,Low,102
0.002061856,2760,India,,1,Moderate,97
0,3225,India,,1,Low,96
0.003787879,1337,Bhutan,,1,Low,90
0,3581,China_fulgens,,1,Low,101
0.005353319,3233,China_fulgens,,1,Low,97
0.026315789,2802,Bhutan,,1,Low,89
,3188,Nepal,,0,Core,82
,3314,China_fulgens,,0,Low,100
0,3547,China_fulgens,,1,Moderate,100
0.011846002,1689,Burma,,1,Moderate,98
9.02E-04,1300,Burma,IUCN IV,1,Moderate,98
0.027552674,3513,Bhutan,IUCN VI,1,Moderate,90
0.001881468,3047,China_fulgens,,1,Moderate,99
0,3250,India,,1,Low,96
,3929,Burma,IUCN II,0,Moderate,98
0,3051,India,,1,Low,96
,4281,China_fulgens,,0,Core,85
,3474,Nepal,IUCN VI,0,Low,83
9.07E-04,1297,Burma,IUCN IV,1,Moderate,98
,3206,China_fulgens,,0,Core,87
0,4003,China_fulgens,,1,Moderate,91
,3253,Nepal,,0,Moderate,83
0,2804,India,,1,Moderate,95
0,2534,China_fulgens,,1,Low,100
0.065514104,2091,China_fulgens,,1,Low,98
,3040,Nepal,,0,Low,83
,2836,china_styani,,0,Moderate,102
0.002710027,1316,china_styani,,1,Low,103
0,2557,India,,1,Core,94
0.021698113,1304,Burma,,1,Core,98
,4376,China_fulgens,,0,Low,97
,3042,China_fulgens,,0,Moderate,99
0,2570,china_styani,,1,Moderate,103
,1907,Nepal,,0,Moderate,86
,2979,China_fulgens,,0,Core,85
0.0015625,1769,china_styani,,1,Low,104
0,3086,china_styani,,1,Low,102
0,2996,Nepal,,1,Moderate,83
,4607,China_fulgens,,0,Moderate,92
,3390,India,,0,Core,93
9.35E-04,3637,Bhutan,,1,Low,91
,3210,China_fulgens,,0,Low,101
0,3045,Nepal,,1,Low,81
0.005660377,1810,Nepal,,1,Moderate,85
,2851,India,,0,Moderate,95
0,3334,China_fulgens,,1,Low,99
,2790,china_styani,,0,Moderate,103
,4501,China_fulgens,,0,Low,99
,2706,Nepal,IUCN VI,0,Moderate,82
0,3987,China_fulgens,,1,Low,100
,2186,Nepal,,0,Core,87
0.00137931,2856,Nepal,,1,Moderate,82
0.007650273,941,china_styani,,1,Low,103
,2192,china_styani,,0,Moderate,102
0,3444,China_fulgens,,1,Moderate,99
0.001803427,2183,china_styani,,1,Core,103
0,2772,China_fulgens,,1,Low,99
,4282,China_fulgens,,0,Low,96
,4224,China_fulgens,,0,Low,94
0,3038,Bhutan,,1,Core,91
0.002016129,2855,Bhutan,,1,Moderate,91
0,2390,Burma,IUCN IV,1,Low,98
0.005868545,3434,India,,1,Core,92
,3117,Nepal,,0,Low,83
0.064362336,2959,china_styani,,1,Moderate,102
,1966,Nepal,,0,Low,82
0,4277,China_fulgens,,1,Low,95
,4669,China_fulgens,,0,Low,94
,3166,china_styani,,0,Core,103
,3772,China_fulgens,,0,Low,98
0.027027027,950,china_styani,,1,Low,103
0,1606,Nepal,IUCN VI,1,Moderate,84
,3661,china_styani,,0,Moderate,103
,3019,china_styani,,0,Moderate,103
0.001485884,1971,China_fulgens,,1,Moderate,100
,3847,Burma,IUCN II,0,Moderate,98
0.001829826,2953,China_fulgens,,1,Moderate,99
,2609,China_fulgens,,0,Low,95
,4130,china_styani,,0,Low,103
,3898,China_fulgens,,0,Low,98
0.002249719,3004,china_styani,,1,Moderate,103
0,3805,China_fulgens,,1,Low,99
0,3388,China_fulgens,,1,Moderate,99
,2310,Nepal,IUCN VI,0,Moderate,87
0,3899,China_fulgens,,1,Low,99
,4645,Nepal,IUCN VI,0,Low,83
,3648,China_fulgens,,0,Low,95
0.002712477,1907,china_styani,,1,Low,103
0,3644,china_styani,,1,Low,102
0,2542,Burma,IUCN IV,1,Moderate,98
,4525,China_fulgens,,0,Low,94
0.018967334,1516,china_styani,,1,Low,104
,3465,China_fulgens,,0,Moderate,100
0,2581,Nepal,,1,Moderate,83
0,1664,Burma,IUCN IV,1,Low,97
0,2593,china_styani,,1,Moderate,102
0.004508566,1615,Burma,,1,Moderate,98
0,2887,China_fulgens,,1,Low,101
0.039385207,3312,China_fulgens,,1,Low,95
,4034,India,,0,Low,95
0,3134,China_fulgens,,1,Low,96
0.009793254,1654,India,,1,Low,92
,3146,Burma,,0,Moderate,99
,3085,China_fulgens,,0,Low,98
,4092,China_fulgens,,0,Low,97
0,2226,china_styani,,1,Core,103
,3854,China_fulgens,,0,Moderate,95
0,2044,china_styani,,1,Low,103
0,2839,Nepal,IUCN VI,1,Core,82
0,4137,China_fulgens,,1,Low,99
0.003937008,3132,Nepal,,1,Moderate,82
0,1595,china_styani,,1,Low,103
0.00286533,3775,China_fulgens,,1,Low,100
,2195,China_fulgens,,0,Low,95
,3292,china_styani,,0,Moderate,103
0.004264392,1707,Nepal,,1,Moderate,83
,3703,china_styani,,0,Low,102
,2521,China_fulgens,,0,Low,99
,3442,China_fulgens,,0,Low,99
0.101518027,860,India,,1,Moderate,91
,2388,Burma,IUCN IV,0,Low,97
,3407,Nepal,,0,Moderate,82
0,1199,Burma,,1,Moderate,98
0,2578,Bhutan,IUCN II,1,Core,91
,1547,India,,0,Moderate,91
0,2489,Burma,,1,Core,98
,3353,Bhutan,IUCN VI,0,Core,90
0,3895,China_fulgens,,1,Low,99
0.031973539,3780,China_fulgens,,1,Low,96
,3386,china_styani,,0,Low,104
0.101462523,1770,china_styani,,1,Moderate,103
,4782,China_fulgens,,0,Low,96
,1990,Nepal,,0,Core,87
0.002239642,3643,China_fulgens,,1,Low,95
,3108,china_styani,,0,Moderate,103
0,2525,Nepal,,1,Moderate,86
,4698,China_fulgens,,0,Low,95
0.001808318,1942,china_styani,,1,Low,104
0.001986097,3000,China_fulgens,,1,Low,99
,3460,China_fulgens,,0,Low,101
,3274,Nepal,,0,Moderate,84
,1357,Nepal,,0,Low,83
0.00591716,1289,china_styani,,1,Low,103
,3637,China_fulgens,,0,Low,100
0.002806361,2413,china_styani,,1,Low,103
0.005108557,2740,Bhutan,,1,Moderate,91
0,2853,India,,1,Low,94
9.02E-04,2059,china_styani,,1,Core,103
0.014423077,3319,China_fulgens,,1,Low,101
0,2884,China_fulgens,,1,Low,100
,4763,China_fulgens,,0,Moderate,99
,4163,China_fulgens,,0,Low,97
0,3486,china_styani,,1,Low,102
,2541,China_fulgens,,0,Low,99
,4049,China_fulgens,,0,Low,96
0.001182033,3410,China_fulgens,,1,Low,100
0,2208,china_styani,,1,Core,103
,3698,China_fulgens,,0,Low,97
0.32718894,771,India,,1,Core,91
0,2458,China_fulgens,,1,Low,95
0,3668,Nepal,,1,Low,82
0,4352,China_fulgens,,1,Low,100
0.010452962,4118,China_fulgens,,1,Low,94
0.001426534,1571,Bhutan,,1,Moderate,92
0.011969532,3056,china_styani,,1,Moderate,103
,1541,Nepal,,0,Moderate,87
,3695,China_fulgens,,0,Low,96
0,3424,China_fulgens,,1,Low,97
0,2807,Bhutan,,1,Low,89
,3798,china_styani,,0,Moderate,103
0.046831956,2643,china_styani,,1,Moderate,103
0.010869565,1458,china_styani,,1,Low,103
,2945,China_fulgens,,0,Low,100
,1498,Nepal,,0,Moderate,83
,2869,China_fulgens,,0,Low,96
,4444,china_styani,,0,Moderate,102
,2739,Nepal,,0,Moderate,84
0,2574,china_styani,,1,Low,102
0,2906,China_fulgens,,1,Low,97
,3559,China_fulgens,,0,Moderate,98
,1818,Burma,,0,Moderate,98
0,3206,China_fulgens,,1,Low,99
0,2867,Bhutan,IUCN II,1,Core,91
0,3590,India,,1,Moderate,89
0,3764,China_fulgens,,1,Low,97
,3517,Bhutan,IUCN VI,0,Low,90
0.010507881,2332,China_fulgens,,1,Low,101
,2409,China_fulgens,,0,Moderate,95
0.004512635,1815,Burma,,1,Moderate,98
0.00270514,2175,Burma,IUCN IV,1,Core,97
0,3879,China_fulgens,,1,Low,96
,4601,China_fulgens,,0,Low,93
,2953,China_fulgens,,0,Low,94
0.003703704,2233,Burma,IUCN IV,1,Core,97
0,2748,Nepal,IUCN VI,1,Moderate,84
,4681,china_styani,,0,Low,103
0,3070,China_fulgens,,1,Low,96
0,2235,Burma,IUCN IV,1,Low,97
0,3114,India,,1,Core,92
,3596,China_fulgens,,0,Low,99
,5395,China_fulgens,IUCN VI,0,Core,86
0,2123,China_fulgens,,1,Low,98
0,1585,India,,1,Moderate,93
,4005,Nepal,,0,Core,85
0,3214,Bhutan,IUCN VI,1,Moderate,91
0,3622,Nepal,IUCN II,1,Core,87
,2527,china_styani,,0,Low,104
0,3121,China_fulgens,,1,Low,95
0,2205,Burma,,1,Core,98
0.00625,2194,Nepal,,1,Moderate,81
0,3089,China_fulgens,,1,Low,101
0.001838235,3242,Bhutan,IUCN II,1,Core,91
,3988,China_fulgens,,0,Low,97
0,2277,china_styani,,1,Low,104
,2016,Nepal,,0,Low,82
0,2345,China_fulgens,,1,Moderate,98
0.002254791,2740,India,,1,Low,94
,2426,China_fulgens,,0,Core,87
0.006479482,4265,Bhutan,IUCN II,1,Moderate,90
0,3104,China_fulgens,,1,Low,101
0,2345,Nepal,,1,LowModerate,83
,1822,china_styani,,0,Low,104
,3742,Nepal,IUCN VI,0,Moderate,86
,3032,China_fulgens,,0,Low,97
0.006684492,2461,china_styani,,1,Core,102
,3226,china_styani,,0,Moderate,103
0.130136986,2046,China_fulgens,,1,Low,95
0,2676,Nepal,,1,Moderate,82
0.001333333,877,china_styani,,1,Low,104
0,3121,Nepal,,1,Core,83
0.018181818,2373,China_fulgens,,1,Moderate,99
0,3579,China_fulgens,,1,Moderate,99
,2953,China_fulgens,,0,Low,101
0.04076087,1599,china_styani,,1,Core,103
0,2687,china_styani,,1,Moderate,103
,3064,china_styani,,0,Low,102
0,3980,China_fulgens,,1,Moderate,100
0.397790055,2221,China_fulgens,,1,Low,98
,902,china_styani,,0,Low,103
,1515,Nepal,IUCN VI,0,Moderate,84
0.001501502,3026,Burma,,1,Moderate,98
,1936,China_fulgens,,0,Low,96
0,3589,China_fulgens,,1,Moderate,100
0,2063,Nepal,,1,Moderate,86
0,3425,Nepal,,1,Low,82
0,1908,India,,1,Low,94
,4438,China_fulgens,,0,Low,98
0.003484321,2835,Nepal,,1,Low,83
,3284,Nepal,,0,Moderate,83
9.16E-04,2783,Bhutan,,1,Moderate,90
,4466,China_fulgens,,0,Low,98
0,3371,China_fulgens,,1,Moderate,99
0.011538462,2611,china_styani,,1,Moderate,102
0,2163,India,,1,Low,96
0,2871,Bhutan,IUCN II,1,Moderate,91
,3703,China_fulgens,,0,Low,98
0.003575685,3473,China_fulgens,,1,Low,99
0,2759,Bhutan,IUCN IV,1,Moderate,91
,2420,China_fulgens,,0,Low,101
,2254,china_styani,,0,Low,104
0,3098,India,,1,Low,97
0,1602,china_styani,,1,Low,104
0.005698006,1894,china_styani,,1,Core,103
,2981,China_fulgens,,0,Moderate,100
0.001059322,2726,China_fulgens,,1,Low,95
0,3735,China_fulgens,,1,Low,95
9.02E-04,1626,china_styani,,1,Low,105
0,2237,China_fulgens,,1,Low,100
0,2127,Burma,IUCN II,1,Core,98
0,2067,china_styani,,1,Moderate,103
,4626,Nepal,,0,Core,82
,2872,Nepal,,0,Low,82
,4496,China_fulgens,,0,Low,94
0,2064,India,,1,Low,97
,2864,Burma,,0,Low,99
,4751,China_fulgens,,0,Low,91
,4663,China_fulgens,,0,Low,97
0,1033,Nepal,,1,Low,85
,4169,china_styani,,0,Moderate,102
,3958,China_fulgens,,0,Low,95
0,2196,India,,1,Low,97
,3640,Nepal,IUCN VI,0,Core,83
,3688,China_fulgens,,0,Low,94
0.039296794,2014,Nepal,,1,Core,87
0,935,Burma,,1,Low,97
,2835,china_styani,,0,Moderate,102
,1803,Nepal,,0,Moderate,86
,2887,India,,0,Core,93
,3721,China_fulgens,,0,Low,95
0,3518,China_fulgens,,1,Moderate,99
0.002808989,2584,Bhutan,IUCN IV,1,Moderate,91
0.252427184,3613,China_fulgens,,1,Moderate,100
0.010516252,2481,china_styani,,1,Core,103
0,1783,Burma,IUCN II,1,Low,98
,2350,Nepal,,0,Core,87
,1824,China_fulgens,,0,Moderate,99
