elevation,over_20_pc_canopy_cover,habitat_class,country,percent_loss,longitude_round
2069,1,moderate,burma,0,98
3825,1,low,china,0,101
4309,0,low,china,0,99
3767,0,low,nepal,0,82
3229,1,core,bhutan,0,91
3305,1,core,bhutan,0,91
2777,1,moderatecore,burma,0,98
948,1,low,china_spp,3.08988764,103
3659,1,moderate,china,0,99
3018,1,low,india,0,92
2141,1,moderate,china_spp,0.180668473,103
2786,1,low,india,0,94
1750,1,moderate,bhutan,0,91
2495,1,low,india,0.225479143,94
2751,1,moderate,china_spp,0,103
2547,0,moderate,china,0,99
2970,1,core,nepal,0,83
2882,0,low,china,0,99
3737,0,low,india,0,94
1800,1,moderate,burma,0.090661831,98
2827,1,low,,0,98
2522,1,moderate,nepal,0,82
3002,0,low,china,0,94
2275,0,low,,0,100
3776,1,moderate,china,1.82767624,100
1298,1,low,india,0.090171326,95
823,1,core,burma,0,98
3667,1,low,china,0,93
4536,0,low,china,0,95
3402,1,moderate,bhutan,0,90
3034,1,low,nepal,0,82
2191,1,low,china_spp,0,104
2519,1,low,india,0,96
3230,1,moderate,china_spp,0,102
1899,1,moderatecore,nepal,0,86
2985,0,moderate,china_spp,0,103
1757,1,low,china_spp,1.544050863,103
4160,0,low,china,0,97
2913,1,moderate,india,0,93
2137,1,low,china_spp,0,104
2921,1,low,china_spp,0,102
2662,0,moderate,china,0,101
3292,0,low,,0,100
2977,1,moderate,china_spp,0,102
3431,1,moderate,china,8.441558442,99
2262,1,low,india,0,94
2605,1,low,china_spp,0,104
2199,1,moderate,china_spp,0.090171326,103
2582,1,core,bhutan,0,91
3274,0,moderate,china_spp,0,103
4057,0,low,,0,99
4157,0,low,nepal,0,83
1863,1,low,,0,99
2738,0,moderate,china,0,99
1545,1,moderate,bhutan,2.402402402,90
1463,0,low,china_spp,0,103
3889,0,low,nepal,0,83
3188,0,moderate,nepal,0,85
2298,1,moderate,nepal,5.294117647,81
2164,1,low,,42.37451737,98
1464,1,low,nepal,0,84
926,1,moderate,india,2.655677656,91
3013,1,low,china,0.112612613,100
1456,1,moderate,china_spp,4.307974335,103
3561,0,core,china,0,99
1832,1,moderate,nepal,0,86
1844,1,core,china_spp,0.36101083,103
1929,0,moderate,china,0,100
2940,1,moderate,burma,0.844594595,98
4232,0,low,china,0,96
3410,0,moderate,nepal,0,81
1736,1,moderate,,3.821062442,98
2896,1,low,china,0,95
1666,0,low,india,0,96
3411,1,moderate,china,0,100
3833,0,moderate,nepal,0,82
2263,1,moderate,china,0,100
2209,0,low,china,0,99
3525,0,moderate,china,0,98
3171,1,low,china,8.675373134,100
2707,1,moderate,burma,0.417101147,99
2793,1,moderate,bhutan,0,91
4936,0,low,china,0,98
3470,0,low,china,0,99
3762,1,low,china,5.912596401,94
2396,0,moderate,nepal,0,83
1436,1,moderate,burma,0.090171326,97
1912,1,low,india,0,95
2921,1,low,,0,99
3410,1,moderate,bhutan,0.483091787,91
2141,0,low,nepal,0,82
1529,1,core,china_spp,0.180342651,103
2436,1,moderate,china_spp,0.105042017,103
2719,1,low,bhutan,0.562851782,89
3461,1,moderate,china,0,99
4487,1,low,china,0.939597315,95
1999,1,moderate,china,0.093720712,98
3003,1,moderate,china,0,95
2669,0,low,china,0,96
2795,0,low,china,0,101
1757,0,moderate,china_spp,0,102
819,0,low,china_spp,0,103
1881,0,moderate,china_spp,0,102
4962,0,low,china,0,96
3694,1,core,india,0,92
3869,0,low,china,0,97
3543,0,moderate,china,0,100
2545,1,low,,1.837270341,100
2421,1,moderate,nepal,0,82
1923,1,moderate,china_spp,0.180668473,103
1200,1,low,nepal,16.3190184,87
3250,1,low,,0,99
2284,1,moderate,nepal,2.297090352,82
1905,1,moderate,,0.57208238,99
2950,1,low,china,0,101
887,1,low,china_spp,4.6875,104
1088,1,moderate,china_spp,0,103
2598,1,moderate,china,0.754005655,99
1066,0,moderate,china_spp,0,103
2650,0,moderate,nepal,0,84
3885,1,moderate,,0,99
2742,1,moderate,china,0.161290323,100
1268,1,moderate,burma,0,98
3915,1,low,china,0,97
3535,1,moderate,china_spp,0.218340611,103
2692,1,low,china_spp,0,104
3328,1,low,china,0.100908174,101
2264,1,core,nepal,0.721649485,86
2145,1,low,china_spp,0,104
4139,1,moderate,china,0,100
1942,1,low,nepal,0,86
2229,1,low,china,3.482587065,101
3762,1,moderate,bhutan,0.808080808,91
3048,1,low,bhutan,0.189214759,90
4012,0,low,china,0,99
3503,1,moderate,china,0,99
2201,1,low,india,0,96
2719,1,core,burma,0.727272727,98
3907,0,moderate,china_spp,0,102
1281,0,moderate,nepal,0,82
4571,0,low,china,0,95
3027,1,low,,0,99
2648,1,low,china_spp,1.711983887,103
4239,0,low,china,0,98
4929,0,low,china,0,97
3156,1,low,,0,100
4389,0,low,china,0,99
4586,0,low,burma,0,98
3466,0,low,nepal,0,85
3517,1,low,china,0,98
4409,0,low,china,0,96
4976,0,low,china,0,93
3685,0,low,india,0,95
3141,0,low,china_spp,0,102
3703,0,low,china,0,97
2162,1,moderate,nepal,0,83
2947,1,low,china_spp,0.287907869,102
3683,1,lowmoderate,bhutan,0,91
2768,0,moderate,china_spp,0,102
3117,1,core,nepal,0,82
2753,0,low,china,0,96
3355,0,core,china_spp,0,103
1470,1,moderate,china_spp,0.090171326,103
2721,1,low,,22.33502538,99
732,0,moderate,india,0,91
2986,0,low,china,0,95
2672,0,low,china,0,96
1534,1,low,india,0.467836257,96
3667,1,low,china,0,91
4582,0,low,china,0,97
1889,1,low,india,0,95
2859,0,low,china,0,96
3867,0,low,china,0,98
3318,1,low,china,0.442477876,100
3550,0,moderate,nepal,0,82
2104,1,core,china_spp,0,103
1304,1,low,china_spp,0.181983621,104
2566,1,moderate,china_spp,0,102
2603,1,low,india,0.099304866,93
2402,1,moderate,bhutan,0,91
3789,0,moderate,china_spp,0,102
2498,1,core,nepal,0,86
2865,1,moderate,china,0,99
1487,1,low,india,0.090171326,94
2572,0,moderate,china,0,101
1943,0,moderate,nepal,0,83
2358,1,moderate,china_spp,0,102
1968,0,low,nepal,0,83
4420,0,low,china,0,94
2537,0,low,china,0,98
3052,1,low,china,0.389105058,99
1972,1,core,burma,0,98
2273,0,low,china,0,98
4173,0,low,china,0,97
2362,1,moderate,nepal,0,81
3131,1,moderate,india,0,93
1702,1,low,china,1.226993865,95
3089,1,low,bhutan,0.110253583,90
3945,0,core,nepal,0,87
2164,1,core,burma,0,98
1535,1,low,bhutan,0,90
3116,1,moderate,nepal,0.485436893,82
2169,1,low,india,0,97
1689,1,low,india,0.181323663,94
2056,1,moderate,china,0.208116545,98
4102,0,moderate,china_spp,0,102
2157,1,moderate,burma,0,97
2741,1,core,nepal,0,82
2520,1,low,china,0,95
4044,1,low,china,0,97
3898,1,moderate,china,0,98
3410,1,moderate,nepal,0,82
1682,0,low,nepal,0,82
2697,1,moderate,china,0,98
2253,0,moderate,china,0,101
4310,0,moderate,china_spp,0,102
1310,1,low,india,2.137546468,92
1874,1,core,burma,14.82820976,98
3475,0,low,china,0,94
3092,1,low,china,0.347624565,94
2523,1,low,india,0,96
3551,1,moderate,china,0.147275405,99
4177,0,low,china,0,94
2684,1,moderate,china,1.196410768,99
3428,0,moderate,china,0,99
3168,1,moderate,china_spp,0,102
2021,1,low,china_spp,0.180831826,104
3183,0,low,china,0,101
3424,1,core,china,0,99
868,1,low,burma,0.81154193,97
4198,0,moderate,india,0,95
2489,0,low,china,0,101
1333,1,moderate,china_spp,5.365296804,103
3387,1,low,china,0,98
1880,0,moderate,nepal,0,87
2719,1,low,india,0.376293509,96
2498,1,moderate,china_spp,0,103
3476,1,moderate,india,1.680672269,95
3742,0,low,china,0,99
3280,1,moderate,china_spp,0,102
2161,0,low,china_spp,0,104
2079,1,low,china,0,100
3376,1,low,,0,100
3214,0,moderate,china,0,98
3532,0,low,china,0,95
2380,1,core,burma,11.00090171,98
2304,1,moderate,china_spp,0.112739572,103
2208,0,low,china_spp,0,102
599,1,moderate,india,0.180342651,92
2712,1,core,china_spp,0.092936803,103
2499,1,low,china,0.09487666,95
2078,1,low,india,0,96
2278,0,low,,0,100
1435,1,moderate,nepal,1.271186441,87
3159,1,moderate,china,0,100
1586,1,low,bhutan,0,90
4233,0,moderate,china_spp,0,102
2199,1,core,china_spp,0.721370604,103
2591,1,core,nepal,0,88
2465,0,core,burma,0,99
1864,1,moderate,bhutan,3.022670025,89
2820,1,low,burma,0.09699321,99
2757,1,low,india,0,94
2283,1,low,,0,99
2274,1,moderate,china_spp,0.096899225,103
1903,0,moderate,nepal,0,82
4086,0,moderate,china_spp,0,102
4510,0,low,china,0,96
2292,0,low,,0,99
1938,1,moderate,china_spp,0.277264325,103
1797,0,low,,0,99
3843,0,moderate,nepal,0,82
2817,1,moderate,nepal,0,84
2975,1,low,india,15.91355599,96
2740,1,low,china_spp,10.61452514,102
2959,0,low,china,0,101
2354,1,low,india,0.361663653,95
4307,0,low,bhutan,0,91
3236,0,moderate,india,0,94
1393,0,low,nepal,0,84
1360,0,moderate,bhutan,0,89
4086,0,low,bhutan,0,90
4576,0,low,china,0,95
2924,0,moderate,nepal,0,87
2547,1,moderate,china,0,99
2680,1,low,bhutan,0.331491713,89
3571,1,core,nepal,0.712250712,86
1934,1,low,china_spp,9.692028986,104
1768,1,moderate,nepal,0,86
3949,0,low,china,0,100
3421,1,low,china,0,97
2692,0,low,,0,100
2553,1,moderate,china,0,99
3326,0,low,nepal,0,82
2317,0,low,china,0,100
4233,0,low,china,0,97
1192,1,low,china_spp,1.569713758,103
4095,1,moderate,china,0,99
3502,0,core,india,0,93
2987,0,moderate,china_spp,0,103
2086,0,low,china,0,101
4432,0,low,bhutan,0,90
3069,1,moderate,bhutan,1.513240858,92
2756,1,low,,0,99
1807,1,low,china_spp,0,105
1019,1,low,nepal,1.538461538,84
2268,0,moderate,nepal,0,82
2348,0,low,,0,99
1759,1,moderate,china_spp,0.36101083,103
2858,0,low,bhutan,0,90
3989,0,low,china,0,94
4644,0,low,china,0,97
4066,0,moderate,china,0,99
1544,1,moderate,nepal,0,88
4106,0,low,china,0,96
3633,0,moderate,china_spp,0,102
2308,1,core,india,0,93
4284,1,moderate,china,2.51572327,99
930,0,low,bhutan,0,89
2996,1,low,china,0,101
2842,1,low,bhutan,0,91
3279,1,moderate,china_spp,0,102
2118,1,moderate,bhutan,0,91
2762,1,core,nepal,0.45112782,86
2425,1,moderate,nepal,0,84
1896,1,core,india,0,96
2147,1,low,china_spp,8.10564663,104
2810,0,moderate,bhutan,0,91
2972,1,moderate,china,0,100
4695,0,low,china,0,95
3630,0,low,burma,0,98
3875,1,low,india,0.31779661,93
3232,1,low,china,11.85729276,96
2285,1,moderate,nepal,0.986193294,85
3705,0,core,nepal,0,85
2041,0,moderate,nepal,0,87
2175,0,moderate,china_spp,0,103
4733,0,low,china,0,96
3174,0,core,bhutan,0,90
2916,1,low,china,0,101
1854,1,moderate,nepal,0,82
2928,0,low,china,0,100
3109,1,low,china,0,101
2625,0,low,china,0,101
1344,1,core,china_spp,0.182648402,103
2534,1,moderate,nepal,0.392156863,82
2888,1,moderate,china_spp,0,102
3633,0,moderate,china,0,98
3122,1,moderate,india,0,95
1491,1,core,china_spp,2.423112768,103
3238,1,low,bhutan,0.220264317,90
3943,0,low,india,0,93
3721,1,low,india,0,94
1634,1,low,china_spp,0,104
3114,1,core,nepal,0,85
2017,1,low,india,0,96
2124,0,low,,0,100
4015,1,low,china,0,97
2517,1,moderate,india,0,92
4298,1,low,china,0.540540541,98
3720,0,moderate,china_spp,0,103
3154,0,low,burma,0,97
3877,1,low,china,0,99
3931,0,low,nepal,0,83
2306,1,low,india,0,93
2321,1,moderate,nepal,0,86
2585,0,moderate,nepal,0,86
4204,1,low,china,0,99
2464,1,moderate,nepal,0.102145046,83
1796,0,moderate,nepal,0,87
2214,1,core,burma,0,98
2716,1,low,india,0,95
3971,0,low,china,0,97
1339,1,moderate,burma,0.090171326,97
4343,0,moderate,china,0,94
1724,1,low,bhutan,2.443991853,90
4379,0,moderate,china,0,95
1093,1,moderate,india,11.24161074,92
2016,1,low,china_spp,3.80952381,102
2941,1,moderate,bhutan,2.164111812,90
3439,1,moderate,china,5.833333333,100
1482,1,moderate,nepal,0,86
3908,1,core,india,0.394736842,89
3990,1,low,china,0,100
3997,0,low,china,0,97
3728,1,low,china,0,99
3561,1,moderate,bhutan,0,91
2658,0,low,,0,99
2896,1,low,,0.094607379,99
3034,1,low,china,0,95
2074,0,low,,0,98
1971,1,low,,1.485148515,99
3923,1,low,india,0,93
2836,0,moderate,china_spp,0,103
2857,1,low,,0.0999001,99
1061,1,low,india,0.914076782,92
3427,1,moderate,china,0.553709856,98
2877,0,low,,0,100
2480,0,moderate,china_spp,0,103
4276,0,low,china,0,98
4655,0,low,china,0,98
3398,1,low,china,0.106157113,94
1804,1,moderate,,0.820419325,98
2504,0,moderate,nepal,0,83
4426,0,low,china,0,96
2733,0,moderate,china_spp,0,102
2658,1,low,china,3.476245655,100
2747,1,moderate,nepal,0,83
3059,1,core,india,0,96
2116,1,core,bhutan,0,91
2851,0,core,nepal,0,88
5202,0,low,china,0,94
2582,1,low,india,0.097276265,96
1338,0,moderate,nepal,0,86
1578,0,low,,0,99
2237,1,moderate,burma,0,97
949,1,low,india,4.532839963,94
3725,1,low,china,0,100
4948,0,low,china,0,93
3258,1,low,nepal,0.125786164,82
4341,0,low,china,0,97
2655,1,moderate,bhutan,0.127388535,92
3683,0,core,china,0,87
2714,1,low,china,18.26741996,97
3594,1,low,china,0,95
2209,1,low,burma,1.394169835,99
2115,0,low,,0,98
3445,1,moderate,china,0,94
3987,1,core,nepal,0,85
3799,0,moderate,india,0,93
2935,1,moderate,nepal,0.866217517,86
4111,0,low,china,0,95
2933,0,low,china,0,94
2853,0,moderate,china_spp,0,103
2281,1,moderate,china_spp,2.807971014,103
2262,1,moderate,india,0.290979631,93
2623,1,moderate,india,0,93
2920,1,low,china_spp,2.274795268,103
3232,0,core,china,0,86
3588,0,moderate,india,0,88
3797,0,low,china,0,99
2989,1,low,china,0,98
1477,1,low,china_spp,4.778156997,104
4277,0,core,china,0,99
3401,1,moderate,nepal,0.364520049,87
4903,0,low,china,0,98
3581,0,low,,0,100
3523,1,low,china,0.385109114,96
2769,1,moderate,china,0,99
2424,1,core,china_spp,0,103
1726,1,moderate,nepal,0,87
3483,0,low,china,0,94
2693,1,low,,5.615763547,100
3239,1,moderate,china_spp,0,102
1187,0,core,nepal,0,86
1718,0,moderate,nepal,0,86
3369,0,low,china,0,97
3841,1,low,china,0,97
3523,0,core,bhutan,0,91
2417,1,low,china_spp,0,103
2424,1,low,bhutan,0,90
1555,0,moderate,nepal,0,87
3248,1,moderate,bhutan,0,91
4221,0,low,china_spp,0,102
2751,1,moderate,china,0,98
3750,0,low,china,0,99
3204,0,moderate,burma,0,99
3559,0,moderate,,0,99
876,1,moderate,china_spp,0,103
2678,1,low,china,2.643573382,96
2353,0,low,china,0,101
3669,1,moderate,china,0.813743219,100
1801,1,moderate,china,0,98
3556,1,low,india,0,92
3763,1,low,india,0.12642225,95
3118,1,low,china,0,100
3585,1,moderate,china,0,100
2884,1,core,china_spp,0.096711799,102
3105,1,low,china,8.96969697,101
3325,1,low,china_spp,0.15037594,102
2080,1,low,china,0.522193211,101
685,1,low,india,0,91
2656,1,low,burma,0.384245917,99
2624,1,moderate,bhutan,0.721370604,92
2243,1,moderate,china_spp,0,102
3177,1,core,nepal,0.091659028,82
2373,1,low,china,0,93
3227,1,moderate,china,1.308900524,99
3874,1,low,china,0,95
3007,1,low,china,0,97
2607,0,low,bhutan,0,90
1941,0,low,china,0,101
922,1,core,burma,0,98
1475,1,core,burma,0.450856628,97
3425,1,moderate,china,0,99
3552,1,low,india,0,95
4523,0,low,china,0,99
3905,1,low,china,0,101
2844,1,moderate,china,0.142653352,100
3654,1,low,china,0,101
1963,0,moderate,nepal,0,82
1577,1,low,,0.166666667,99
3208,1,low,china,13.02027748,92
4614,0,low,china,0,99
659,1,moderate,india,25.10162602,91
3427,1,moderate,china_spp,0,103
3085,1,moderate,china,17.47126437,100
4103,0,low,china,0,100
3949,0,low,nepal,0,83
2632,1,low,china,0,95
1608,1,low,nepal,0,84
1538,1,low,china_spp,0.74906367,104
3906,0,low,china,0,97
3429,0,moderate,china,0,98
2891,0,low,china_spp,0,102
3689,1,moderate,china_spp,0,103
2675,1,moderate,china_spp,0.555041628,102
3870,0,low,nepal,0,83
4032,0,low,china,0,100
2450,0,low,nepal,0,83
3928,1,low,china,0,96
1627,1,low,china_spp,2.105263158,104
1951,0,moderate,nepal,0,82
2010,1,low,burma,0,97
2687,0,low,china,0,100
3531,1,low,china,0.191021968,99
3401,0,low,china,0,95
1242,1,low,burma,0,96
3389,1,moderate,burma,0,98
3396,1,low,china,0,94
2021,1,low,china,1.621621622,100
3949,1,low,china,6.5,100
1587,0,low,china,0,100
3714,1,moderate,bhutan,0.856793146,90
3878,1,low,china,0,94
3694,0,low,china,0,87
1268,1,low,burma,2.073940487,97
2372,0,low,china_spp,0,102
3041,1,core,nepal,0.182815356,82
2757,1,moderate,bhutan,0,89
2703,1,low,nepal,1.10701107,82
3728,1,core,india,0,92
2181,1,low,china_spp,0,103
1912,1,lowmoderate,china_spp,0,103
3367,0,moderate,china,0,100
3652,0,core,nepal,0,85
3809,1,low,china,0,97
3301,1,low,china,0,100
1406,0,core,india,0,91
3920,1,low,china,0.115606936,99
2293,1,low,burma,0.180342651,98
2096,0,low,bhutan,0,90
1940,0,low,,0,99
3909,1,low,china_spp,0,103
5276,0,low,china,0,95
953,0,low,nepal,0,84
3140,0,low,india,0,95
1625,1,core,burma,6.34057971,98
2562,1,moderate,india,0,88
881,1,low,burma,0,97
2246,1,core,india,0,94
3218,1,low,china,2.272727273,101
1155,1,moderate,india,14.49126413,91
2391,0,low,bhutan,0,89
3100,1,moderate,china_spp,0,103
1928,1,moderate,nepal,0,85
1803,1,low,india,2.036659878,96
4319,0,low,china,0,97
1542,0,low,india,0,92
3931,1,low,china,0.533333333,98
3331,1,low,china,7.051909892,94
1989,1,low,burma,0.550055006,97
2870,1,moderate,china_spp,0,104
3226,1,core,india,0,92
3135,1,moderate,nepal,0,82
3007,1,core,india,0,96
2641,1,low,china_spp,0,104
3569,0,low,china,0,95
3383,1,moderate,china_spp,1.294964029,103
1921,1,low,burma,0,97
3873,0,low,china,0,98
3143,1,core,china_spp,0.09596929,103
3278,1,low,china,0,95
696,1,moderate,india,6.284153005,91
2091,1,moderate,china,5.410821643,100
2584,1,low,china_spp,10.07326007,104
1869,1,moderate,china_spp,0,103
2740,1,low,china,0,100
1811,1,moderate,china_spp,2.655771195,102
4104,0,low,china,0,95
2701,1,core,bhutan,0,91
4062,1,low,china,0,99
2920,0,low,china,0,94
2153,1,moderate,china,0,99
3707,0,moderate,china_spp,0,102
3749,0,low,,0,100
2287,1,core,nepal,0,86
4303,0,low,china,0,93
2356,1,core,bhutan,0,91
2116,1,low,burma,30.56569343,99
2754,1,core,bhutan,0,91
3457,0,moderate,china_spp,0,102
3453,1,low,china_spp,0,103
2605,1,moderate,china_spp,0.090334237,103
3713,1,low,bhutan,0.110375276,90
2568,0,low,china,0,100
3861,1,low,china,0.201207243,96
3214,1,moderate,burma,0,99
3618,1,core,china,0.112233446,87
1518,1,low,china_spp,0.274473925,105
2698,1,low,china_spp,0.374531835,104
2940,1,core,nepal,0,85
4125,1,low,china,0,98
3912,0,low,china,0,96
3708,1,moderate,bhutan,0,91
3491,1,moderate,bhutan,0,91
3913,1,low,,0.631578947,100
1775,1,moderate,burma,5.833333333,99
2601,1,moderate,burma,0.379506641,99
1315,1,low,china_spp,0.469043152,104
3071,0,core,india,0,94
3736,1,low,china,0,99
2740,1,core,bhutan,0,91
2286,1,low,india,0,95
3047,0,moderate,nepal,0,83
4144,0,low,china,0,97
2503,1,moderate,nepal,2.253521127,82
2528,0,moderatecore,nepal,0,87
2655,1,low,china,0.470219436,97
2981,0,low,china,0,101
1154,1,moderate,nepal,0.452488688,86
1606,1,low,nepal,1.265822785,82
1729,1,moderate,china_spp,2.434625789,103
2547,0,moderate,china,0,100
3614,1,low,india,0,94
1862,1,low,bhutan,0.090497738,90
2578,1,moderate,china,0,100
3585,0,moderate,china,0,99
3819,1,moderate,china,18.48484848,100
1540,1,moderate,burma,0.450856628,98
948,1,low,india,18.40087623,91
3421,1,moderate,nepal,0,88
3117,1,moderate,india,0,95
2532,1,low,china_spp,29.76406534,104
3198,1,low,nepal,1.152368758,83
4106,0,moderate,china_spp,0,102
2192,1,core,burma,0,98
2212,0,moderate,china,0,95
3578,1,moderate,bhutan,0,91
2666,0,core,burma,0,98
1199,0,moderate,india,0,91
2729,0,low,china,0,101
1617,1,core,nepal,0,88
4269,0,low,china,0,95
3075,1,core,china_spp,0,103
2403,1,moderate,bhutan,0,90
3591,1,low,,0,100
2014,0,low,china_spp,0,102
2843,1,low,china,0,97
1747,1,moderate,bhutan,0.090252708,90
950,0,low,china_spp,0,103
3619,0,low,china,0,98
2438,1,low,nepal,0.845665962,83
3562,1,moderate,nepal,0,86
3974,0,moderate,china_spp,0,102
1979,1,low,china_spp,0,103
3100,1,moderate,china,0.965665236,101
1885,1,moderate,china_spp,0,102
2534,0,moderate,china_spp,0,103
3455,0,moderate,china,0,100
2607,1,low,,0.190114068,99
2442,1,moderate,china_spp,0.218579235,103
4789,0,moderate,china,0,99
4515,0,low,china,0,95
2515,1,low,china_spp,0,102
2138,1,low,india,0,96
3303,1,low,china,0,101
2498,1,moderate,bhutan,0.220994475,89
4058,0,low,nepal,0,82
3531,1,low,china,0,96
3305,1,low,china,0,98
3661,1,moderate,bhutan,0,90
3258,0,low,,0,99
2808,1,low,india,0,95
1988,1,low,,14.52054795,98
2409,1,low,bhutan,0,90
2746,0,low,china_spp,0,103
3652,1,moderate,china,0,99
3396,1,core,bhutan,0.332594235,90
1842,0,low,,0,100
3574,1,low,china_spp,0.2034588,103
2390,0,moderate,china,0,100
2380,1,low,china_spp,0,102
4675,0,low,china,0,94
4603,0,low,china,0,95
2311,0,low,,0,100
3379,0,moderate,china_spp,0,102
3804,1,moderate,china,0,100
3537,1,low,china,0,96
3762,0,moderate,burma,0,98
2818,1,moderate,china_spp,0.273722628,103
4345,0,low,china,0,93
2340,1,core,india,0,88
1654,0,low,,0,99
4722,0,low,china,0,94
3285,0,core,china_spp,0,103
4377,1,low,china,0,94
1199,1,low,china_spp,1.397949674,104
1197,1,moderate,india,1.182033097,92
3801,0,core,nepal,0,82
3569,1,low,china_spp,0.387972842,103
4180,0,low,china,0,95
2043,1,low,burma,0,97
3789,0,moderate,china,0,99
3106,1,core,india,0.412654746,92
2773,1,moderate,india,0,93
2207,0,moderate,nepal,0,86
2751,1,core,india,0.115740741,88
4589,0,low,china,0,96
1850,1,low,china,0,95
4030,1,low,china,0,94
1673,1,moderate,china_spp,0,103
3141,1,core,china_spp,0,102
3077,1,low,china,0,101
3903,0,low,nepal,0,83
2937,1,moderate,china,0,100
2422,0,moderate,china_spp,0,103
3872,0,low,india,0,93
3690,1,core,nepal,0.306278714,87
2897,1,low,china_spp,0.779220779,103
2375,1,low,china_spp,0.815217391,104
3448,0,low,china,0,95
3420,1,core,india,0,94
3371,1,moderate,nepal,1.324503311,82
3173,1,low,bhutan,0,90
3289,1,low,india,0,96
1981,1,low,,1.735776278,99
851,1,low,india,0.541516245,95
2078,1,moderate,bhutan,0.1998002,90
2697,0,core,china_spp,0,102
2815,1,low,,0.38277512,99
1382,1,moderate,burma,0,97
1665,1,moderate,burma,0,97
2887,1,moderate,china,0,95
1952,0,moderate,nepal,0,86
2131,1,moderate,china_spp,0.322580645,103
4339,1,low,bhutan,0.921658986,90
2071,1,lowmoderate,china_spp,0.184331797,103
2133,0,moderate,nepal,0,81
2242,1,moderate,bhutan,0,91
2538,1,moderate,china_spp,0,103
2264,1,moderate,china_spp,0.844277674,102
2044,1,low,china,0,95
1990,0,moderate,china_spp,0,103
2217,0,low,china_spp,0,102
4054,1,low,china,0,93
3990,1,low,bhutan,0.104166667,90
3220,1,low,china,0,101
2100,1,moderate,india,0.785083415,88
3682,1,low,china_spp,0.186915888,102
3088,1,moderate,china_spp,0,103
2335,1,core,nepal,0,86
3789,1,moderate,china,0,92
4026,1,low,china,4.137115839,100
3179,1,low,china,36.63967611,101
3632,0,moderate,china_spp,0,103
3686,1,low,china,0,95
2543,1,core,china_spp,0.090497738,103
3270,1,low,china,0,101
3802,1,core,india,0.477326969,97
4013,1,moderate,china,0,98
1205,1,low,china_spp,0,104
1935,1,moderate,china_spp,1.978891821,102
2979,1,low,china,0,98
779,1,core,india,0.180831826,92
4173,0,low,china,0,97
5150,0,low,china,0,97
3445,0,moderate,china_spp,0,103
3498,1,low,india,0,93
2892,1,core,nepal,0.136425648,87
3136,1,low,china,0,96
4693,0,low,china,0,94
1887,0,low,nepal,0,83
3355,0,low,china,0,97
2823,1,moderate,china_spp,0,103
3690,0,moderate,nepal,0,82
2715,1,low,,1.678321678,100
3597,1,low,china_spp,0,104
3836,1,low,burma,0,98
3745,0,low,china,0,95
1413,1,moderate,nepal,0,86
1758,1,core,burma,0.45620438,98
4065,0,low,china,0,99
4578,0,low,china,0,98
1905,1,core,burma,0,98
2813,1,low,china,0,95
4534,0,low,china,0,97
2632,1,low,china_spp,0,103
2657,1,moderate,china_spp,0.731452456,102
4318,0,core,china,0,99
2621,1,core,india,0,97
1841,1,low,india,0,95
2539,0,low,nepal,0,82
2271,0,moderate,china_spp,0,102
2778,0,low,nepal,0,83
3176,0,core,china_spp,0,103
2577,1,low,china_spp,0,103
2844,0,core,india,0,93
2818,1,moderate,china_spp,0.098911968,103
3010,1,core,india,0,93
3533,0,moderate,nepal,0,85
1576,0,moderate,nepal,0,87
4163,1,low,china,0,94
2406,1,moderate,china,0.118063754,98
2228,0,low,china_spp,0,103
4020,1,low,china,0,94
2615,1,low,india,0.359281437,96
1810,1,lowmoderate,china_spp,0.721370604,103
3039,1,low,,33.33333333,100
3398,0,low,china,0,99
1647,1,moderate,burma,1.082055906,97
2611,1,moderate,china_spp,0.090661831,102
2518,1,moderate,burma,0.189753321,99
1945,1,low,,0,100
4938,0,low,china,0,94
3453,0,moderate,china,0,100
3438,1,low,china_spp,0,102
1854,1,moderate,burma,0.991884581,98
3630,1,moderate,china,0,95
3762,1,low,china,0,99
3650,1,low,bhutan,0,91
2968,1,low,india,0,96
3094,1,low,india,0,95
3722,1,low,china_spp,0,102
2940,1,low,china,3.821656051,100
3001,1,moderate,china,0,98
1127,1,low,china_spp,1.633045149,104
1950,1,core,china_spp,0,103
1631,0,core,nepal,0,85
1996,1,low,burma,0,98
3588,0,moderate,nepal,0,82
2153,1,low,bhutan,0,90
2136,0,moderate,china_spp,0,102
2882,1,low,,3.386004515,99
3449,1,moderate,burma,0,99
3393,1,moderate,china,0,100
3203,1,low,china,11.60042965,95
2991,0,moderate,china,0,94
3613,0,moderate,china,0,100
2180,0,moderate,nepal,0,84
3358,0,low,china,0,101
2115,0,moderate,nepal,0,83
1007,1,low,china_spp,0.091324201,104
3877,1,low,china,0,101
2532,1,low,,2.888086643,100
2753,0,moderate,china_spp,0,103
972,1,moderate,india,4.099821747,97
4486,0,low,china,0,99
1847,1,moderate,burma,0.093370682,98
3706,0,low,china_spp,0,102
2994,1,moderate,nepal,0.374531835,82
1948,1,low,china,0.776053215,97
3422,1,low,india,0,93
3687,0,low,china,0,98
3853,1,low,china,0,100
3149,1,low,china,0,99
3271,0,moderate,bhutan,0,90
2600,1,moderate,nepal,0,85
1499,1,low,india,9.020618557,91
2910,1,low,nepal,0,82
3927,1,low,china,1.479289941,99
3428,0,low,china,0,94
4175,0,moderate,china,0,99
