loss_mean,elevation,longtitude,country,iucn,over_20_pc_canopy_cover,habitat_class
0.114858706,2492,99,Burma,,1,Low
,2288,104,china_styani,,0,Low
,1774,88,India,,0,Core
,4364,86,Nepal,IUCN VI,0,Moderate
0,1937,102,china_styani,,1,Low
0,3563,92,India,,1,Moderate
,3232,101,China_fulgens,,0,Low
,2673,86,Nepal,IUCN VI,0,Moderate
,1987,86,Nepal,IUCN VI,0,LowModerate
0.007425743,2299,98,China_fulgens,,1,Moderate
0.001011122,4069,99,China_fulgens,,1,Low
,4074,104,china_styani,,0,Low
0.021937843,1793,98,China_fulgens,,1,Low
,3136,95,India,,0,Moderate
0.006311993,2054,103,china_styani,,1,Core
,1744,92,India,,0,Low
0,2272,103,china_styani,,1,Moderate
0,2905,94,India,,1,Low
0,2378,93,India,,1,Moderate
0.114503817,2278,95,China_fulgens,,1,Low
,1993,86,Nepal,IUCN VI,0,Core
0.028268551,2958,103,china_styani,,1,Moderate
0,1880,104,china_styani,,1,Low
0,2750,103,china_styani,,1,Moderate
,4237,86,Nepal,IUCN II,0,Core
,3323,83,Nepal,IUCN II,0,Low
,2745,100,China_fulgens,,0,Moderate
,3212,99,China_fulgens,,0,Moderate
0,3241,98,China_fulgens,,1,Moderate
,2489,99,China_fulgens,,0,Moderate
,2058,100,China_fulgens,,0,Low
0.012939002,1661,99,,,1,Low
,3033,94,China_fulgens,,0,Low
0,3597,99,China_fulgens,,1,Low
,1728,99,,,0,Low
,2864,100,China_fulgens,,0,Low
,4770,94,China_fulgens,,0,Low
,2251,103,china_styani,,0,Moderate
0,2757,101,China_fulgens,,1,Low
,2725,103,china_styani,,0,Low
0.002890173,2500,102,china_styani,,1,Low
,1959,103,china_styani,,0,Low
,1786,87,Nepal,,0,Moderate
0,3130,100,China_fulgens,,1,Moderate
0.001803427,2270,103,china_styani,,1,Core
0.006345178,4128,93,India,,1,Low
0.015151515,2789,100,China_fulgens,,1,Low
0,4085,100,China_fulgens,,1,Low
0,3311,92,India,,1,Moderate
0.012589928,3695,100,China_fulgens,,1,Low
,4134,94,China_fulgens,,0,Low
,3712,95,China_fulgens,,0,Moderate
,2326,99,China_fulgens,,0,Moderate
,3817,84,Nepal,IUCN VI,0,Low
0.077272727,1745,103,china_styani,,1,Moderate
0,3393,96,China_fulgens,,1,Low
0,1837,97,Burma,IUCN IV,1,Low
0.013435701,2508,103,china_styani,,1,Core
,1835,102,china_styani,,0,Moderate
0.002590674,3372,88,India,IUCN II,1,Core
0,2593,103,china_styani,,1,Core
,4092,95,India,,0,Low
,3061,94,China_fulgens,,0,Low
0,3868,100,China_fulgens,,1,Low
0,2916,101,China_fulgens,,1,Low
0.051587302,3603,90,Bhutan,,1,Moderate
,2012,99,China_fulgens,,0,Low
0.001877934,2503,82,Nepal,,1,Low
0,2635,98,Burma,,1,Moderate
0.522114347,1623,103,china_styani,,1,Moderate
0,3347,102,china_styani,,1,Moderate
0,2184,98,China_fulgens,,1,Low
0.001879699,3014,100,China_fulgens,,1,Moderate
0.001689189,2951,85,Nepal,,1,Moderate
,2874,83,Nepal,IUCN VI,0,Low
,4695,97,China_fulgens,,0,Low
0,3010,94,India,,1,Low
,1866,83,Nepal,,0,Low
,3297,88,India,IUCN II,0,Moderate
0.002375297,3795,97,China_fulgens,,1,Low
0.141025641,3712,100,China_fulgens,,1,Low
,1476,91,India,,0,Moderate
0.027380952,3314,94,China_fulgens,,1,Low
,3560,99,China_fulgens,,0,Moderate
9.02E-04,1724,104,china_styani,,1,Low
0,2994,89,Bhutan,,1,Core
,3961,102,china_styani,,0,Low
,4123,99,China_fulgens,,0,Low
0.001164144,3545,99,China_fulgens,,1,Low
,1646,98,China_fulgens,,0,Low
,4494,97,China_fulgens,,0,Low
0,2251,103,china_styani,,1,Core
,1323,85,Nepal,,0,Low
0.00185701,2307,99,Burma,,1,Moderate
0.201277955,2762,95,China_fulgens,,1,Low
0.33,798,91,India,,1,Moderate
,4194,96,India,,0,Low
0,4003,100,China_fulgens,,1,Moderate
,2491,95,China_fulgens,,0,Low
0.019873532,1863,103,china_styani,,1,Core
,3568,95,China_fulgens,,0,Moderate
,3083,95,India,,0,Low
0,1706,103,china_styani,,1,Moderate
0.004415011,2803,103,china_styani,,1,Moderate
0.083217753,2722,102,china_styani,,1,Moderate
0.002724796,1550,103,china_styani,,1,Low
0,3080,91,Bhutan,,1,Core
0,1575,97,Burma,IUCN IV,1,Low
,2461,102,china_styani,,0,Moderate
0.011019284,3593,103,china_styani,,1,Moderate
,3749,91,China_fulgens,,0,Low
0,2574,96,India,,1,Low
,2311,102,china_styani,,0,Moderate
0.003250271,2958,81,Nepal,,1,Moderate
0.010669253,441,98,Burma,,1,Core
,2916,96,India,,0,Low
,3529,100,China_fulgens,,0,Low
,4261,94,China_fulgens,,0,Low
0.001315789,2876,89,India,,1,Low
,2503,98,China_fulgens,,0,Low
,4176,100,China_fulgens,,0,Moderate
0,3401,97,India,,1,Core
,2338,99,China_fulgens,,0,Low
0,1039,94,India,,1,Low
0,3520,91,Bhutan,IUCN II,1,Moderate
0,2926,102,china_styani,,1,Moderate
,1343,92,India,,0,Moderate
9.12E-04,3108,103,china_styani,,1,Core
0.014373717,3866,87,Nepal,,1,Moderate
0.019743337,1497,89,India,,1,Moderate
0,3664,89,Bhutan,IUCN_Ia,1,Moderate
,3935,98,China_fulgens,,0,Moderate
0.001531394,2572,82,Nepal,,1,Moderate
0.055452865,3237,90,Bhutan,IUCN VI,1,Moderate
,2032,102,china_styani,,0,Moderate
0.07591623,2689,100,China_fulgens,,1,Low
0,2775,93,India,,1,Low
0,4020,90,Bhutan,IUCN II,1,Moderate
0.00125,3917,99,China_fulgens,,1,Low
,1880,91,Bhutan,,0,Low
0.053333333,2979,99,China_fulgens,,1,Low
0.002853067,4316,90,Bhutan,IUCN II,1,Moderate
0.001132503,3403,96,India,,1,Moderate
,4096,97,China_fulgens,,0,Low
0,2958,99,Burma,,1,Moderate
0.243055556,3357,100,China_fulgens,,1,Low
,5002,98,China_fulgens,,0,Low
0,3385,100,China_fulgens,,1,Moderate
,4129,90,Bhutan,IUCN II,0,Moderate
0,2030,97,Burma,IUCN IV,1,Low
0.002120891,2477,102,china_styani,,1,Moderate
0,2838,85,Nepal,IUCN II,1,Core
0.005797101,3207,102,china_styani,,1,Moderate
0,2557,102,china_styani,,1,Low
0.012646793,1595,103,china_styani,,1,Low
,5037,95,China_fulgens,,0,Low
,2738,100,China_fulgens,,0,Low
0,3044,88,Nepal,,1,Moderate
,2280,82,Nepal,,0,Moderate
0,3480,100,China_fulgens,,1,Moderate
0,727,96,Burma,IUCN IV,1,Low
0,2831,93,India,,1,Core
,1375,103,china_styani,,0,Moderate
0,2212,98,Burma,,1,Moderate
0.048007246,1774,103,china_styani,,1,Moderate
,4120,103,china_styani,,0,Moderate
0,2058,98,Burma,,1,Core
0.121272366,3616,100,China_fulgens,,1,Low
,3197,99,China_fulgens,,0,Low
0.001968504,1934,96,India,,1,Low
0,1893,85,Nepal,,1,Moderate
,3208,101,China_fulgens,,0,Low
0,2591,97,India,,1,Moderate
0,1991,93,India,,1,Moderate
,3426,85,Nepal,,0,Core
,3400,82,Nepal,,0,Low
0,3970,95,China_fulgens,,1,Low
,4167,98,Burma,IUCN II,0,Moderate
0.037906137,1458,103,china_styani,,1,Low
,4434,100,China_fulgens,,0,Low
9.11E-04,2478,103,china_styani,,1,Core
0,4029,94,China_fulgens,,1,Low
0.002988048,3290,82,Nepal,,1,Moderate
0,2361,81,Nepal,,1,Moderate
,3864,98,China_fulgens,,0,Moderate
0.001015228,4179,100,China_fulgens,,1,Moderate
,3572,98,China_fulgens,,0,Moderate
0,2002,97,Burma,IUCN IV,1,Low
0.091974752,1087,98,Burma,,1,Core
0,2127,93,India,,1,Core
,2269,103,china_styani,,0,Moderate
,4384,100,China_fulgens,,0,Low
,3839,87,China_fulgens,,0,Low
0,3453,99,China_fulgens,,1,LowModerate
,2938,102,china_styani,,0,Moderate
,3312,102,china_styani,,0,Moderate
,3076,100,China_fulgens,,0,Low
0.017821782,2800,101,China_fulgens,,1,Low
,2771,82,Nepal,,0,Moderate
,2845,89,Bhutan,,0,Low
0.009259259,2601,83,Nepal,,1,Low
0.00308642,3397,98,China_fulgens,,1,Low
0.015538291,3217,100,China_fulgens,,1,Moderate
,3513,95,China_fulgens,,0,Low
0.028880866,1330,103,china_styani,,1,Low
0,2014,90,Bhutan,IUCN II,1,Moderate
,3635,84,Nepal,IUCN VI,0,Moderate
0.003921569,4363,94,China_fulgens,,1,Low
,4062,93,China_fulgens,,0,Low
,3550,92,Bhutan,IUCN IV,0,Moderate
0,2562,81,Nepal,,1,Moderate
,4712,97,China_fulgens,,0,Low
0,2081,98,China_fulgens,,1,Moderate
0.008595989,3370,82,Nepal,IUCN VI,1,Core
,3297,103,china_styani,,0,Low
0,2790,92,India,,1,Moderate
0.139116203,3187,83,Nepal,,1,Low
9.56E-04,2504,90,Bhutan,IUCN II,1,Moderate
0,3173,103,china_styani,,1,Core
,4120,98,Burma,IUCN II,0,Low
0.010968921,2254,100,China_fulgens,,1,Moderate
0.016686532,3545,82,Nepal,,1,Moderate
,2079,85,Nepal,,0,Core
0.013623978,2076,104,china_styani,,1,Low
0.002631579,3907,100,China_fulgens,,1,Moderate
,3303,97,China_fulgens,,0,Low
,5324,94,China_fulgens,,0,Low
0,2746,95,India,,1,Low
,3682,97,China_fulgens,,0,Low
,3505,99,China_fulgens,,0,Low
9.43E-04,2297,103,china_styani,,1,Low
0,3420,103,china_styani,,1,Moderate
0.012476008,2372,105,china_styani,,1,Low
0.234714004,3276,100,China_fulgens,,1,Moderate
0,3540,100,China_fulgens,,1,Moderate
,3744,98,Burma,IUCN II,0,Low
,3148,101,China_fulgens,,0,Low
0,3943,97,China_fulgens,,1,Low
0,2534,102,china_styani,,1,Core
0,2619,94,India,,1,Low
,3262,99,China_fulgens,,0,Moderate
,2695,100,China_fulgens,,0,Low
0,3333,100,China_fulgens,,1,Low
0,1621,84,Nepal,,1,Low
0.017132552,1069,98,Burma,,1,Core
,2244,87,Nepal,IUCN VI,0,Core
,3757,82,Nepal,,0,Moderate
0,3393,102,china_styani,,1,Moderate
0,2595,102,china_styani,,1,Low
0.022222222,3901,99,China_fulgens,,1,Low
,3581,85,Nepal,,0,Moderate
0.011560694,1019,91,India,,1,Moderate
0.042843233,2240,104,china_styani,,1,Low
0.02122905,2284,90,Bhutan,,1,Low
,3437,87,Nepal,IUCN VI,0,Core
0.001803427,1784,103,china_styani,,1,Moderate
,4522,99,China_fulgens,,0,Low
0,3030,101,China_fulgens,,1,Low
,3296,100,China_fulgens,,0,Low
0,2045,104,china_styani,,1,Low
,4617,94,China_fulgens,,0,Low
0.012658228,2291,100,China_fulgens,,1,Low
,5126,94,China_fulgens,,0,Low
0.331150608,2709,90,Bhutan,IUCN II,1,Low
,4212,94,China_fulgens,,0,Low
,3921,95,China_fulgens,,0,Moderate
,3899,99,China_fulgens,,0,Moderate
,2799,99,China_fulgens,,0,Low
0,3695,97,China_fulgens,,1,Low
,1570,91,India,,0,Low
0,3429,100,China_fulgens,,1,Low
0,1809,98,Burma,,1,Core
,4317,103,china_styani,,0,Moderate
0.009149131,2213,103,china_styani,,1,Moderate
0,2650,98,Burma,,1,Core
0,3384,95,China_fulgens,,1,Low
,4027,103,china_styani,,0,Core
0,2850,98,Burma,,1,Moderate
,1901,85,Nepal,,0,Moderate
,4074,86,China_fulgens,,0,Core
0,1622,98,Burma,,1,Core
,2433,83,Nepal,,0,Moderate
,4307,96,China_fulgens,,0,Low
0,3132,101,China_fulgens,,1,Low
0,2607,102,china_styani,,1,Moderate
,3475,94,China_fulgens,,0,Low
,3392,100,China_fulgens,,0,Moderate
9.16E-04,2571,96,China_fulgens,,1,Low
,1664,86,Nepal,,0,Moderate
,2118,83,Nepal,,0,Low
0.010192525,2626,90,Bhutan,,1,Low
,2699,100,China_fulgens,,0,Low
0,2225,96,India,,1,Low
0.083232811,3455,96,China_fulgens,,1,Low
,3439,99,China_fulgens,,0,Moderate
0.03887689,2688,100,China_fulgens,,1,Low
0,2702,94,India,,1,Low
0,3761,88,India,,1,Moderate
0.009174312,2160,100,China_fulgens,,1,Low
0,2719,91,Bhutan,IUCN II,1,ModerateCore
0.091891892,1598,91,India,,1,Moderate
,3512,91,China_fulgens,,0,Low
0,2730,98,Burma,,1,Core
9.02E-04,2204,98,Burma,IUCN II,1,Moderate
,3611,100,China_fulgens,,0,Moderate
,1786,86,Nepal,,0,Moderate
0,1106,104,china_styani,,1,Low
0,1962,104,china_styani,,1,Low
0.005722461,1979,86,Nepal,IUCN VI,1,Core
0,3466,100,China_fulgens,,1,Low
0.020486556,1957,103,china_styani,,1,Low
0,2594,104,china_styani,,1,Low
,3402,96,India,IUCN IV,0,Core
0.017291066,2621,87,Nepal,,1,Moderate
0,3009,96,India,,1,Low
0,2278,94,India,,1,Core
0.001515152,3181,99,China_fulgens,,1,Low
0.01599016,2799,99,China_fulgens,,1,Low
,4130,99,China_fulgens,,0,Low
0,2346,104,china_styani,,1,Low
0,3891,88,India,IUCN II,1,Core
0,2428,98,Burma,IUCN IV,1,Moderate
,3708,98,Burma,IUCN II,0,Moderate
0,2638,99,China_fulgens,,1,Moderate
0,3581,100,China_fulgens,,1,Low
,4347,94,India,,0,Moderate
0,3493,93,India,,1,Low
0,3241,94,India,,1,Low
0,2514,94,India,,1,Low
,2942,94,China_fulgens,,0,Low
0,3511,98,China_fulgens,,1,Low
9.02E-04,994,104,china_styani,,1,Low
0,2358,98,China_fulgens,,1,Moderate
,4541,99,China_fulgens,,0,Moderate
,3217,93,India,,0,Low
,4092,82,Nepal,,0,Moderate
0,1969,105,china_styani,,1,Low
0.018472906,3363,103,china_styani,,1,Moderate
,3825,94,China_fulgens,,0,Low
,4846,94,China_fulgens,,0,Low
,3710,102,china_styani,,0,Moderate
0.003067485,2855,92,India,,1,Low
0,2034,98,China_fulgens,,1,Moderate
0.014585232,1995,97,Burma,IUCN IV,1,Low
,1707,87,Nepal,,0,Moderate
,2225,100,China_fulgens,,0,Moderate
0.017681729,3541,102,china_styani,,1,Low
,3401,90,Bhutan,IUCN II,0,Moderate
0,2927,100,China_fulgens,,1,Low
0,2547,103,china_styani,,1,Low
9.02E-04,1788,103,china_styani,,1,Moderate
0.010288066,2823,99,China_fulgens,,1,Moderate
,1535,82,Nepal,,0,Moderate
0.001757469,3296,87,Nepal,IUCN VI,1,Core
0.004926108,3385,86,Nepal,IUCN VI,1,Core
0,972,97,Burma,IUCN IV,1,Low
0,2778,94,India,,1,Low
,2012,86,Nepal,,0,Core
0.014527845,2809,99,China_fulgens,,1,Low
0.002386635,2731,83,Nepal,,1,Moderate
0,3006,83,Nepal,IUCN VI,1,Moderate
,4129,95,China_fulgens,,0,Low
0.003253796,3252,83,Nepal,,1,Low
0,2260,100,China_fulgens,,1,Moderate
,4134,95,China_fulgens,,0,Low
0,2922,94,India,,1,Low
0,2589,89,India,,1,Moderate
0,2370,96,India,,1,Low
,4835,83,Nepal,IUCN VI,0,Core
,1727,84,Nepal,,0,Low
,3064,82,Nepal,,0,Low
0.00589391,2929,98,Burma,IUCN II,1,Moderate
0,2760,97,Burma,IUCN IV,1,Low
,2944,103,china_styani,,0,Low
0,3649,100,China_fulgens,,1,Moderate
0.001809955,2128,97,Burma,IUCN IV,1,Low
,3592,99,China_fulgens,,0,Moderate
0,3868,95,China_fulgens,,1,Low
,2358,103,china_styani,,0,Low
,4806,97,China_fulgens,,0,Low
0,3424,98,China_fulgens,,1,Low
,4936,85,China_fulgens,,0,Core
,3184,97,China_fulgens,,0,Low
0,4235,100,China_fulgens,,1,Low
0.002754821,2682,93,India,,1,Low
0,2428,102,china_styani,,1,Low
0.002061856,2760,97,India,,1,Moderate
0,3225,96,India,,1,Low
0.003787879,1337,90,Bhutan,,1,Low
0,3581,101,China_fulgens,,1,Low
0.005353319,3233,97,China_fulgens,,1,Low
0.026315789,2802,89,Bhutan,,1,Low
,3188,82,Nepal,,0,Core
,3314,100,China_fulgens,,0,Low
0,3547,100,China_fulgens,,1,Moderate
0.011846002,1689,98,Burma,,1,Moderate
9.02E-04,1300,98,Burma,IUCN IV,1,Moderate
0.027552674,3513,90,Bhutan,IUCN VI,1,Moderate
0.001881468,3047,99,China_fulgens,,1,Moderate
0,3250,96,India,,1,Low
,3929,98,Burma,IUCN II,0,Moderate
0,3051,96,India,,1,Low
,4281,85,China_fulgens,,0,Core
,3474,83,Nepal,IUCN VI,0,Low
9.07E-04,1297,98,Burma,IUCN IV,1,Moderate
,3206,87,China_fulgens,,0,Core
0,4003,91,China_fulgens,,1,Moderate
,3253,83,Nepal,,0,Moderate
0,2804,95,India,,1,Moderate
0,2534,100,China_fulgens,,1,Low
0.065514104,2091,98,China_fulgens,,1,Low
,3040,83,Nepal,,0,Low
,2836,102,china_styani,,0,Moderate
0.002710027,1316,103,china_styani,,1,Low
0,2557,94,India,,1,Core
0.021698113,1304,98,Burma,,1,Core
,4376,97,China_fulgens,,0,Low
,3042,99,China_fulgens,,0,Moderate
0,2570,103,china_styani,,1,Moderate
,1907,86,Nepal,,0,Moderate
,2979,85,China_fulgens,,0,Core
0.0015625,1769,104,china_styani,,1,Low
0,3086,102,china_styani,,1,Low
0,2996,83,Nepal,,1,Moderate
,4607,92,China_fulgens,,0,Moderate
,3390,93,India,,0,Core
9.35E-04,3637,91,Bhutan,,1,Low
,3210,101,China_fulgens,,0,Low
0,3045,81,Nepal,,1,Low
0.005660377,1810,85,Nepal,,1,Moderate
,2851,95,India,,0,Moderate
0,3334,99,China_fulgens,,1,Low
,2790,103,china_styani,,0,Moderate
,4501,99,China_fulgens,,0,Low
,2706,82,Nepal,IUCN VI,0,Moderate
0,3987,100,China_fulgens,,1,Low
,2186,87,Nepal,,0,Core
0.00137931,2856,82,Nepal,,1,Moderate
0.007650273,941,103,china_styani,,1,Low
,2192,102,china_styani,,0,Moderate
0,3444,99,China_fulgens,,1,Moderate
0.001803427,2183,103,china_styani,,1,Core
0,2772,99,China_fulgens,,1,Low
,4282,96,China_fulgens,,0,Low
,4224,94,China_fulgens,,0,Low
0,3038,91,Bhutan,,1,Core
0.002016129,2855,91,Bhutan,,1,Moderate
0,2390,98,Burma,IUCN IV,1,Low
0.005868545,3434,92,India,,1,Core
,3117,83,Nepal,,0,Low
0.064362336,2959,102,china_styani,,1,Moderate
,1966,82,Nepal,,0,Low
0,4277,95,China_fulgens,,1,Low
,4669,94,China_fulgens,,0,Low
,3166,103,china_styani,,0,Core
,3772,98,China_fulgens,,0,Low
0.027027027,950,103,china_styani,,1,Low
0,1606,84,Nepal,IUCN VI,1,Moderate
,3661,103,china_styani,,0,Moderate
,3019,103,china_styani,,0,Moderate
0.001485884,1971,100,China_fulgens,,1,Moderate
,3847,98,Burma,IUCN II,0,Moderate
0.001829826,2953,99,China_fulgens,,1,Moderate
,2609,95,China_fulgens,,0,Low
,4130,103,china_styani,,0,Low
,3898,98,China_fulgens,,0,Low
0.002249719,3004,103,china_styani,,1,Moderate
0,3805,99,China_fulgens,,1,Low
0,3388,99,China_fulgens,,1,Moderate
,2310,87,Nepal,IUCN VI,0,Moderate
0,3899,99,China_fulgens,,1,Low
,4645,83,Nepal,IUCN VI,0,Low
,3648,95,China_fulgens,,0,Low
0.002712477,1907,103,china_styani,,1,Low
0,3644,102,china_styani,,1,Low
0,2542,98,Burma,IUCN IV,1,Moderate
,4525,94,China_fulgens,,0,Low
0.018967334,1516,104,china_styani,,1,Low
,3465,100,China_fulgens,,0,Moderate
0,2581,83,Nepal,,1,Moderate
0,1664,97,Burma,IUCN IV,1,Low
0,2593,102,china_styani,,1,Moderate
0.004508566,1615,98,Burma,,1,Moderate
0,2887,101,China_fulgens,,1,Low
0.039385207,3312,95,China_fulgens,,1,Low
,4034,95,India,,0,Low
0,3134,96,China_fulgens,,1,Low
0.009793254,1654,92,India,,1,Low
,3146,99,Burma,,0,Moderate
,3085,98,China_fulgens,,0,Low
,4092,97,China_fulgens,,0,Low
0,2226,103,china_styani,,1,Core
,3854,95,China_fulgens,,0,Moderate
0,2044,103,china_styani,,1,Low
0,2839,82,Nepal,IUCN VI,1,Core
0,4137,99,China_fulgens,,1,Low
0.003937008,3132,82,Nepal,,1,Moderate
0,1595,103,china_styani,,1,Low
0.00286533,3775,100,China_fulgens,,1,Low
,2195,95,China_fulgens,,0,Low
,3292,103,china_styani,,0,Moderate
0.004264392,1707,83,Nepal,,1,Moderate
,3703,102,china_styani,,0,Low
,2521,99,China_fulgens,,0,Low
,3442,99,China_fulgens,,0,Low
0.101518027,860,91,India,,1,Moderate
,2388,97,Burma,IUCN IV,0,Low
,3407,82,Nepal,,0,Moderate
0,1199,98,Burma,,1,Moderate
0,2578,91,Bhutan,IUCN II,1,Core
,1547,91,India,,0,Moderate
0,2489,98,Burma,,1,Core
,3353,90,Bhutan,IUCN VI,0,Core
0,3895,99,China_fulgens,,1,Low
0.031973539,3780,96,China_fulgens,,1,Low
,3386,104,china_styani,,0,Low
0.101462523,1770,103,china_styani,,1,Moderate
,4782,96,China_fulgens,,0,Low
,1990,87,Nepal,,0,Core
0.002239642,3643,95,China_fulgens,,1,Low
,3108,103,china_styani,,0,Moderate
0,2525,86,Nepal,,1,Moderate
,4698,95,China_fulgens,,0,Low
0.001808318,1942,104,china_styani,,1,Low
0.001986097,3000,99,China_fulgens,,1,Low
,3460,101,China_fulgens,,0,Low
,3274,84,Nepal,,0,Moderate
,1357,83,Nepal,,0,Low
0.00591716,1289,103,china_styani,,1,Low
,3637,100,China_fulgens,,0,Low
0.002806361,2413,103,china_styani,,1,Low
0.005108557,2740,91,Bhutan,,1,Moderate
0,2853,94,India,,1,Low
9.02E-04,2059,103,china_styani,,1,Core
0.014423077,3319,101,China_fulgens,,1,Low
0,2884,100,China_fulgens,,1,Low
,4763,99,China_fulgens,,0,Moderate
,4163,97,China_fulgens,,0,Low
0,3486,102,china_styani,,1,Low
,2541,99,China_fulgens,,0,Low
,4049,96,China_fulgens,,0,Low
0.001182033,3410,100,China_fulgens,,1,Low
0,2208,103,china_styani,,1,Core
,3698,97,China_fulgens,,0,Low
0.32718894,771,91,India,,1,Core
0,2458,95,China_fulgens,,1,Low
0,3668,82,Nepal,,1,Low
0,4352,100,China_fulgens,,1,Low
0.010452962,4118,94,China_fulgens,,1,Low
0.001426534,1571,92,Bhutan,,1,Moderate
0.011969532,3056,103,china_styani,,1,Moderate
,1541,87,Nepal,,0,Moderate
,3695,96,China_fulgens,,0,Low
0,3424,97,China_fulgens,,1,Low
0,2807,89,Bhutan,,1,Low
,3798,103,china_styani,,0,Moderate
0.046831956,2643,103,china_styani,,1,Moderate
0.010869565,1458,103,china_styani,,1,Low
,2945,100,China_fulgens,,0,Low
,1498,83,Nepal,,0,Moderate
,2869,96,China_fulgens,,0,Low
,4444,102,china_styani,,0,Moderate
,2739,84,Nepal,,0,Moderate
0,2574,102,china_styani,,1,Low
0,2906,97,China_fulgens,,1,Low
,3559,98,China_fulgens,,0,Moderate
,1818,98,Burma,,0,Moderate
0,3206,99,China_fulgens,,1,Low
0,2867,91,Bhutan,IUCN II,1,Core
0,3590,89,India,,1,Moderate
0,3764,97,China_fulgens,,1,Low
,3517,90,Bhutan,IUCN VI,0,Low
0.010507881,2332,101,China_fulgens,,1,Low
,2409,95,China_fulgens,,0,Moderate
0.004512635,1815,98,Burma,,1,Moderate
0.00270514,2175,97,Burma,IUCN IV,1,Core
0,3879,96,China_fulgens,,1,Low
,4601,93,China_fulgens,,0,Low
,2953,94,China_fulgens,,0,Low
0.003703704,2233,97,Burma,IUCN IV,1,Core
0,2748,84,Nepal,IUCN VI,1,Moderate
,4681,103,china_styani,,0,Low
0,3070,96,China_fulgens,,1,Low
0,2235,97,Burma,IUCN IV,1,Low
0,3114,92,India,,1,Core
,3596,99,China_fulgens,,0,Low
,5395,86,China_fulgens,IUCN VI,0,Core
0,2123,98,China_fulgens,,1,Low
0,1585,93,India,,1,Moderate
,4005,85,Nepal,,0,Core
0,3214,91,Bhutan,IUCN VI,1,Moderate
0,3622,87,Nepal,IUCN II,1,Core
,2527,104,china_styani,,0,Low
0,3121,95,China_fulgens,,1,Low
0,2205,98,Burma,,1,Core
0.00625,2194,81,Nepal,,1,Moderate
0,3089,101,China_fulgens,,1,Low
0.001838235,3242,91,Bhutan,IUCN II,1,Core
,3988,97,China_fulgens,,0,Low
0,2277,104,china_styani,,1,Low
,2016,82,Nepal,,0,Low
0,2345,98,China_fulgens,,1,Moderate
0.002254791,2740,94,India,,1,Low
,2426,87,China_fulgens,,0,Core
0.006479482,4265,90,Bhutan,IUCN II,1,Moderate
0,3104,101,China_fulgens,,1,Low
0,2345,83,Nepal,,1,LowModerate
,1822,104,china_styani,,0,Low
,3742,86,Nepal,IUCN VI,0,Moderate
,3032,97,China_fulgens,,0,Low
0.006684492,2461,102,china_styani,,1,Core
,3226,103,china_styani,,0,Moderate
0.130136986,2046,95,China_fulgens,,1,Low
0,2676,82,Nepal,,1,Moderate
0.001333333,877,104,china_styani,,1,Low
0,3121,83,Nepal,,1,Core
0.018181818,2373,99,China_fulgens,,1,Moderate
0,3579,99,China_fulgens,,1,Moderate
,2953,101,China_fulgens,,0,Low
0.04076087,1599,103,china_styani,,1,Core
0,2687,103,china_styani,,1,Moderate
,3064,102,china_styani,,0,Low
0,3980,100,China_fulgens,,1,Moderate
0.397790055,2221,98,China_fulgens,,1,Low
,902,103,china_styani,,0,Low
,1515,84,Nepal,IUCN VI,0,Moderate
0.001501502,3026,98,Burma,,1,Moderate
,1936,96,China_fulgens,,0,Low
0,3589,100,China_fulgens,,1,Moderate
0,2063,86,Nepal,,1,Moderate
0,3425,82,Nepal,,1,Low
0,1908,94,India,,1,Low
,4438,98,China_fulgens,,0,Low
0.003484321,2835,83,Nepal,,1,Low
,3284,83,Nepal,,0,Moderate
9.16E-04,2783,90,Bhutan,,1,Moderate
,4466,98,China_fulgens,,0,Low
0,3371,99,China_fulgens,,1,Moderate
0.011538462,2611,102,china_styani,,1,Moderate
0,2163,96,India,,1,Low
0,2871,91,Bhutan,IUCN II,1,Moderate
,3703,98,China_fulgens,,0,Low
0.003575685,3473,99,China_fulgens,,1,Low
0,2759,91,Bhutan,IUCN IV,1,Moderate
,2420,101,China_fulgens,,0,Low
,2254,104,china_styani,,0,Low
0,3098,97,India,,1,Low
0,1602,104,china_styani,,1,Low
0.005698006,1894,103,china_styani,,1,Core
,2981,100,China_fulgens,,0,Moderate
0.001059322,2726,95,China_fulgens,,1,Low
0,3735,95,China_fulgens,,1,Low
9.02E-04,1626,105,china_styani,,1,Low
0,2237,100,China_fulgens,,1,Low
0,2127,98,Burma,IUCN II,1,Core
0,2067,103,china_styani,,1,Moderate
,4626,82,Nepal,,0,Core
,2872,82,Nepal,,0,Low
,4496,94,China_fulgens,,0,Low
0,2064,97,India,,1,Low
,2864,99,Burma,,0,Low
,4751,91,China_fulgens,,0,Low
,4663,97,China_fulgens,,0,Low
0,1033,85,Nepal,,1,Low
,4169,102,china_styani,,0,Moderate
,3958,95,China_fulgens,,0,Low
0,2196,97,India,,1,Low
,3640,83,Nepal,IUCN VI,0,Core
,3688,94,China_fulgens,,0,Low
0.039296794,2014,87,Nepal,,1,Core
0,935,97,Burma,,1,Low
,2835,102,china_styani,,0,Moderate
,1803,86,Nepal,,0,Moderate
,2887,93,India,,0,Core
,3721,95,China_fulgens,,0,Low
0,3518,99,China_fulgens,,1,Moderate
0.002808989,2584,91,Bhutan,IUCN IV,1,Moderate
0.252427184,3613,100,China_fulgens,,1,Moderate
0.010516252,2481,103,china_styani,,1,Core
0,1783,98,Burma,IUCN II,1,Low
